REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;CONF;VALOR_UF;VALOR_USD
Tarapacá;IQUIQUE;SIN ROL;MANZANA E LOTE 2 COMUNA IQUIQUE;13600;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);81600;3470835
Metropolitana;NUNOA;3963-7 Y 3963-8;"SAN JORGE 57 MANZANA TERCERA SITIO 2; IRARRAZAVAL 4957 MANZANA 3 SITIO 1 PARTE; COMUNA NUNOA";1926;..;1-disponible/recuperable;Centro (ref. mercado);80882;3440295
Antofagasta;ANTOFAGASTA;7534-2;CALLE GUANAQUEROS LOTE B SECTOR LOS ARENALES COMUNA ANTOFAGASTA;20078;CONCESION GRATUITA;2-posible;Norte (gruesa);80312;3416050
Antofagasta;MEJILLONES;505-4;CEMENTERIO LOTE A COMUNA MEJILLONES;40100;CONCESION GRATUITA;2-posible;Norte (gruesa);80200;3411286
Antofagasta;MEJILLONES;505-5;LOTE B CEMENTERIO DE MEJILLONES COMUNA MEJILLONES;40082;CONCESION GRATUITA;2-posible;Norte (gruesa);80164;3409755
Antofagasta;CALAMA;3301-470;PUKARA DE LASANA COMUNA CALAMA;26700;CONCESION GRATUITA;2-posible;Norte (gruesa);80100;3407032
Metropolitana;EL BOSQUE;4601-3;ALEJANDRO GUZMAN 735 LOTE 3 COMUNA EL BOSQUE;8864;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);79779;3393379
Biobío;CORONEL;5004-224;BY PASS CORONEL LOTE SIN NUMERO LOTE A FUNDO ESCUADRON COMUNA CORONEL;11331;..;1-disponible/recuperable;Centro (ref. mercado);79314;3373600
Antofagasta;ANTOFAGASTA;16819-1;SECTOR LA CHIMBA BAJO COMUNA ANTOFAGASTA;19787;ARRENDAMIENTO;2-posible;Norte (gruesa);79148;3366539
Metropolitana;LA FLORIDA;1101-2;LIRCAY 9000 COMUNA LA FLORIDA;5599;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);78388;3334213
Valparaíso;VALPARAISO;3063-3;CARCEL 491 LOTE 3B COMUNA VALPARAISO;5214;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);78213;3326769
Valparaíso;SAN ANTONIO;8295-1;JOSE MIGUEL CARRERA VERDUGO 1053 LOTES 1 2 Y 3 COMUNA SAN ANTONIO;9774;..;1-disponible/recuperable;Centro (ref. mercado);78192;3325876
Valparaíso;QUILPUE;3501-10;COLINA DE ORO SIN NUMERO LOTE Q1 COMUNA QUILPUE;6481;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);77774;3308097
Metropolitana;SANTIAGO;176-3 Y 176-4;MONJITAS 653 - 695 COMUNA SANTIAGO;2212;..;1-disponible/recuperable;Centro (ref. mercado);77420;3293039
Metropolitana;SAN MIGUEL;5835-1;CAMPINAS 578 BELLO HORIZONTE 5891 COMUNA SAN MIGUEL;3447;..;1-disponible/recuperable;Centro (ref. mercado);75832;3225494
Antofagasta;CALAMA;2004-4;BALMACEDA 370 CALLEJON VECINAL COMUNA CALAMA;24800;CONCESION GRATUITA;2-posible;Norte (gruesa);74400;3164584
Metropolitana;SAN MIGUEL;4261-19;TERESA VIAL 1290 COMUNA SAN MIGUEL;3378;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);74318;3161097
Valparaíso;VINA DEL MAR;2360-9;ALESSANDRI SIN NUMERO RESTO DEL PREDIO 8 LOTE 4 COMUNA VINA DEL MAR;2960;..;1-disponible/recuperable;Centro (ref. mercado);74000;3147571
Antofagasta;CALAMA;6070-10;MANZANA 4 C LOTE 2 SECTOR TOPATER COMUNA CALAMA;24399;CONCESION GRATUITA;2-posible;Norte (gruesa);73197;3113415
Valparaíso;VALPARAISO;17-1/17-2;BLANCO 1421 ESQUINA PUDETO 97 COMUNA VALPARAISO;4727;..;1-disponible/recuperable;Centro (ref. mercado);70899;3015670
Antofagasta;ANTOFAGASTA;16208-6;SECTOR NORTE DE ANTOFAGASTA COMUNA ANTOFAGASTA;17600;CONCESION GRATUITA;2-posible;Norte (gruesa);70400;2994445
Antofagasta;CALAMA;2004-372;SECTOR TOPATER SUR LA CUADRILLA COMUNA CALAMA;23400;CONCESION GRATUITA;2-posible;Norte (gruesa);70200;2985939
Biobío;CONCEPCION;401-6;LAS HERAS 171-177 COMUNA CONCEPCION;3850;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);69300;2947657
Antofagasta;MEJILLONES;202-1;ACCESO SUR A LA CIUDAD DE MEJILLONES COMUNA MEJILLONES;34418;CONCESION GRATUITA;2-posible;Norte (gruesa);68836;2927921
Antofagasta;SAN PEDRO DE ATACAMA;NO ENROLADO;SECTOR LLANO DE LA PACIENCIA COMUNA SAN PEDRO DE ATACAMA;22500;ARRENDAMIENTO;2-posible;Norte (gruesa);67500;2871095
Antofagasta;TALTAL;316-1;CEMENTERIO GENERAL DE TALTAL COMUNA TALTAL;44219;CONCESION GRATUITA;2-posible;Norte (gruesa);66328;2821244
Antofagasta;ANTOFAGASTA;18070-18;MANZANA D SITIO 3 SECTOR III AGRICOLA E INDUSTRIAL LA CHIMBA COMUNA ANTOFAGASTA;16504;CONCESION GRATUITA;2-posible;Norte (gruesa);66016;2807973
Antofagasta;ANTOFAGASTA;6736-3;LOTE 2 SECTOR LA NEGRA COMUNA ANTOFAGASTA;16190;ARRENDAMIENTO;2-posible;Norte (gruesa);64760;2754550
Antofagasta;ANTOFAGASTA;6736-2;LOTE 1 SECTOR LA NEGRA COMUNA ANTOFAGASTA;16190;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);64760;2754550
Antofagasta;ANTOFAGASTA;5642-1;GRAN AVENIDA RADOMIRO TOMIC SIN NUMERO COMUNA ANTOFAGASTA;16136;CONCESION GRATUITA;2-posible;Norte (gruesa);64544;2745362
Metropolitana;SANTIAGO;796-1 Y 796-2;REPUBLICA 301 REPUBLICA 331 COMUNA SANTIAGO;1820;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);63705;2709675
Valparaíso;VINA DEL MAR;2292-25;COLO COLO SIN NUMERO COMUNA VINA DEL MAR;2533;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);63318;2693214
Metropolitana;ESTACION CENTRAL;5444-7;LAS ESTEPAS 845 COMUNA ESTACION CENTRAL;3506;..;1-disponible/recuperable;Centro (ref. mercado);63111;2684410
Metropolitana;SANTIAGO;35-58;TEATINOS 40 COMUNA SANTIAGO;1800;..;1-disponible/recuperable;Centro (ref. mercado);63000;2679688
Metropolitana;SANTIAGO;280-20;SANTO DOMINGO 3320 - 3324 COMUNA SANTIAGO;1795;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);62839;2672840
Valparaíso;VINA DEL MAR;1050-122;HUMACAO SIN NUMERO VINA DEL MAR;2510;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);62760;2669480
Valparaíso;VALPARAISO;90-6;MERLET 195 COMUNA VALPARAISO;4136;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);62040;2638855
Valparaíso;VINA DEL MAR;703-406;LIMACHE SIN NUMERO LOTE 7 COMUNA VINA DEL MAR;2403;PERMISO OCUPACION;2-posible;Centro (ref. mercado);60063;2554764
Metropolitana;LA REINA;5513-187;DETECTIVE SEGUNDO VICENTE BOURQUET 7622 COMUNA LA REINA;1974;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);59220;2518907
Metropolitana;SAN RAMON;356-1;VICUNA MACKENNA 1800 COMUNA SAN RAMON;6576;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);59186;2517461
Valparaíso;VALPARAISO;3088-1;ALEMANIA 5196 COMUNA VALPARAISO;3945;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);59178;2517121
Biobío;CHIGUAYANTE;2779-3;CHIGUAY 543 COMUNA CHIGUAYANTE;5834;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);58338;2481391
Biobío;TALCAHUANO;1022-1;ALMIRANTE LATORRE 1226 SAN VICENTE COMUNA TALCAHUANO;4847;PERMISO OCUPACION;2-posible;Centro (ref. mercado);58160;2473820
Metropolitana;SAN MIGUEL;4246-26;BERLIN 878 MANZANA F COMUNA SAN MIGUEL;2628;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);57816;2459188
Metropolitana;SANTIAGO;111-1;AGUSTINAS 1401 - 1419 COMUNA SANTIAGO;1651;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);57779;2457615
Metropolitana;RENCA;1230-8;CAUPOLICAN 1481 COMUNA RENCA;5743;..;1-disponible/recuperable;Centro (ref. mercado);57425;2442557
Valparaíso;VALPARAISO;3110-5;ALEMANIA NUMERO 5801 LOTE A COMUNA VALPARAISO;3827;..;1-disponible/recuperable;Centro (ref. mercado);57403;2441621
Metropolitana;EL BOSQUE;4662-1;ANTONIO VARAS 1010 COMUNA EL BOSQUE;6336;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);57020;2425331
Antofagasta;CALAMA;6070-33;MANZANA 6 A LOTE 1 SECTOR TOPATER COMUNA CALAMA;18983;CONCESION GRATUITA;2-posible;Norte (gruesa);56949;2422311
Valparaíso;VALPARAISO;1319-1;JOSE SEREY 241 COMUNA VALPARAISO;3739;..;1-disponible/recuperable;Centro (ref. mercado);56088;2385688
Antofagasta;SIERRA GORDA;10000-25;OASIS RELLENO SANITARIO COMUNA SIERRA GORDA;56000;CONCESION GRATUITA;2-posible;Norte (gruesa);56000;2381945
Metropolitana;SANTIAGO;35-32;TEATINOS 20 Y BERNARDO OHIGGINS 1315 PISO 2 COMUNA SANTIAGO;1593;..;1-disponible/recuperable;Centro (ref. mercado);55748;2371227
Metropolitana;PUENTE ALTO;1079-4;SAN PEDRO 1231 LOTE 4 COMUNA PUENTE ALTO;5493;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);54929;2336391
Valparaíso;QUILPUE;3603-16;SAN FANCISCO DE ASIS Y PAICAVI COMUNA QUILPUE;4542;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);54503;2318271
Valparaíso;CARTAGENA;1001-13;COSTANERA DEL MAR LOTE A-1 (EX LOTE 13) Y LOTE A2 COMUNA CARTAGENA;10822;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);54112;2301640
Antofagasta;ANTOFAGASTA;16370-1;CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA;13400;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);53600;2279862
Antofagasta;TOCOPILLA;8800-4;AL NOROESTE DEL LOTEO TRES MARIAS COMUNA TOCOPILLA;26500;CONCESION GRATUITA;2-posible;Norte (gruesa);53000;2254341
Tarapacá;PICA;PREASIGNADO;SECTOR ALTO COMINA COMUNA DE PICA;26400;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);52800;2245834
Antofagasta;SAN PEDRO DE ATACAMA;10001-2;LOTE A SECTOR PAMPA LA BOLA COMUNA SAN PEDRO DE ATACAMA;17500;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);52500;2233074
Biobío;CONCEPCION;177-2, 177-4, 177-7, 177-8;ANIBAL PINTO 450 PISO ENTREPISO LOTE 4 5 6 15 17 103 Y 104 PISO 1 LOTE 4 5 6 7 15 Y 18 COMUNA;2877;..;1-disponible/recuperable;Centro (ref. mercado);51786;2202704
Tarapacá;HUARA;PREASIGNADO 1057-122;CALLE VECINAL SIN NUMERO COMUNA HUARA;50000;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);50000;2126737
Tarapacá;IQUIQUE;PREASIGNADO;CALLE PROYECTADA SIN NUMERO COMUNA IQUIQUE;8300;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);49800;2118230
Metropolitana;PUENTE ALTO;1079-2;SAN PEDRO 1203 LOTE 2 COMUNA PUENTE ALTO;4977;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);49770;2116954
Antofagasta;ANTOFAGASTA;6749-1;SECTOR LA NEGRA COMUNA ANTOFAGASTA;12369;CONCESION GRATUITA;2-posible;Norte (gruesa);49476;2104449
Antofagasta;MARIA ELENA;6800-26;OFICINA TOCO COMUNA MARIA ELENA;49300;CONCESION GRATUITA;2-posible;Norte (gruesa);49300;2096963
Metropolitana;PENALOLEN;7040-12;LITORAL 5960 COMUNA PENALOLEN;3060;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);48960;2082501
Metropolitana;SANTIAGO;963-5;MAQUINISTA ESCOBAR 3173 COMUNA SANTIAGO;1392;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);48734;2072888
Antofagasta;ANTOFAGASTA;25051-1;COMPLEJO PENITENCIARIO COMUNA ANTOFAGASTA;12103;ARRENDAMIENTO;2-posible;Norte (gruesa);48412;2059192
Antofagasta;SIERRA GORDA;6101-28;AL NORESTE DE LA LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;48200;ARRENDAMIENTO;2-posible;Norte (gruesa);48200;2050174
Valparaíso;VALPARAISO;1134-2;SANTA MARTA MANZANA C LOTE 1 COMUNA VALPARAISO;3194;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);47915;2038052
Metropolitana;LA FLORIDA;12292-76;TRONCAL SAN FRANCISCO COMUNA LA FLORIDA;3250;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);45500;1935331
Antofagasta;MARIA ELENA;6700-54;SECTOR CRUCERO LOTE C COMUNA MARIA ELENA;45000;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);45000;1914063
Metropolitana;PENALOLEN;9524-1;KENNEDY 4867 COMUNA PENALOLEN;2810;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);44960;1912362
Antofagasta;ANTOFAGASTA;16660-2;SECTOR DESALADORA DE LA CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA;11189;CONCESION GRATUITA;2-posible;Norte (gruesa);44756;1903685
Valparaíso;VINA DEL MAR;2130-1;CURIMON SIN NUMERO LOTE 1 LOTE 2 LOTE 3 LOTE 4 LOTE 5 LOTE 6 LOTE 7 LOTE 8 COMUNA VINA DEL MA;1783;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);44583;1896326
Biobío;TALCAHUANO;1590-3;LAS DALIAS LOTE 2 (EX LOTE C) COMUNA TALCAHUANO;3661;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);43928;1868466
Valparaíso;QUILPUE;783-2;PHILLIPI 337 MANZANA 11 SITIO 18 AL 21 COMUNA QUILPUE;3650;..;1-disponible/recuperable;Centro (ref. mercado);43799;1862979
Valparaíso;VALPARAISO;1122-11;PROYECTADA VIDAURRE MANZANA A LOTE 10 COMUNA VALPARAISO;2900;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);43500;1850261
Antofagasta;ANTOFAGASTA;17015-15;LOTE D ALTO LA PORTADA COMUNA ANTOFAGASTA;10785;ARRENDAMIENTO;2-posible;Norte (gruesa);43140;1834949
Metropolitana;SANTIAGO;448-4;DIECIOCHO 133 - 135 COMUNA SANTIAGO;1230;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);43050;1831120
Antofagasta;ANTOFAGASTA;15010-3;MANZANA M SITIO 3 EL HUASCAR COMUNA ANTOFAGASTA;10762;CONCESION GRATUITA;2-posible;Norte (gruesa);43048;1831035
Biobío;CONCEPCION;321-292;SALTO DEL LAJA SIN NUMERO COMUNA CONCEPCION;2379;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);42821;1821380
Metropolitana;PUENTE ALTO;2572-26;MIGUEL ANGEL 1929 COMUNA PUENTE ALTO;4275;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);42750;1818360
Tarapacá;POZO ALMONTE;4122-1;CALLE TRES SIN NUMERO COMUNA POZO ALMONTE;21200;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);42400;1803473
Antofagasta;SAN PEDRO DE ATACAMA;3540-192;SITIO D-2 MANZANA D AYLLU DE SEQUITOR COMUNA SAN PEDRO DE ATACAMA;14073;CONCESION GRATUITA;2-posible;Norte (gruesa);42219;1795774
Biobío;CORONEL;45262;AVENIDA GENERAL CARLOS PRATS 70 (EX COSTANERA) LO ROJAS COMUNA CORONEL;5974;ARRENDAMIENTO;2-posible;Centro (ref. mercado);41820;1778803
Valparaíso;VINA DEL MAR;280-3 280-155;19 NORTE 2155 MANZANA 33 SITIO 1 Y 2 COMUNA VINA DEL MAR;1672;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);41800;1777952
Biobío;SAN PEDRO DE LA PAZ;12738-2;PASAJE LAS TORCAZAS 2060 BARRIO CANDELARIA COMUNA SAN PEDRO DE LA PAZ;2965;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);41503;1765319
Metropolitana;EL BOSQUE;117-2;JORGE LUCO 1170 LOTE 1 COMUNA EL BOSQUE;4557;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);41010;1744350
Valparaíso;VINA DEL MAR;1502-593;LAGO ELLI SIN NUMERO LOTE 1 Y 2 COMUNA VINA DEL MAR;1633;..;1-disponible/recuperable;Centro (ref. mercado);40824;1736438
Valparaíso;VALPARAISO;SIN ROL;RIQUELME SIN NUMERO LOTE A-14 COMUNA VILLA ALEMANA;2703;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);40545;1724571
Antofagasta;ANTOFAGASTA;8049-1;AVENIDA PEREZ CANTO Y EDUARDO FOSTER POBLACION CARDENAL ZAMORE COMUNA ANTOFAGASTA;10097;CONCESION GRATUITA;2-posible;Norte (gruesa);40388;1717893
Valparaíso;VALPARAISO;9320-265;ABELARDO NUNEZ SIN NUMERO LOTE 3 COMUNA VALPARAISO;2683;ARRENDAMIENTO;2-posible;Centro (ref. mercado);40250;1712023
Biobío;CONCEPCION;177-3;ANIBAL PINTO 444 PISO 2 LOTE 17 PISO 3 LOTE 22 Y 23 PISO 4 LOTE PLANTA A ANIBAL PINTO 442 COM;2228;..;1-disponible/recuperable;Centro (ref. mercado);40101;1705685
Antofagasta;CALAMA;6147-6;PARCELA EL ESFUERZO SECTOR EL PEUCO COMUNA CALAMA;13364;CONCESION GRATUITA;2-posible;Norte (gruesa);40092;1705303
Antofagasta;SIERRA GORDA;6052-1;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;40007;ARRENDAMIENTO;2-posible;Norte (gruesa);40007;1701687
Valparaíso;VILLA ALEMANA;SIN ROL;QUINTA Y SEXTA SIN NUMERO LOTE A-37, A-38, A-39, A-40, A-41 Y A-42 COMUNA VILLA ALEMANA;4436;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);39924;1698157
Antofagasta;ANTOFAGASTA;1709-1;POBLACION CIRUJANO VIDELA AVENIDA SALVADOR ALLENDE CON CALLE LENKA FRANULIC COMUNA ANTOFAGAST;9973;CONCESION GRATUITA;2-posible;Norte (gruesa);39892;1696796
Metropolitana;ESTACION CENTRAL;5082-9;HUILLINCO 6062 COMUNA ESTACION CENTRAL;2210;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);39780;1692032
Metropolitana;ESTACION CENTRAL;398-1;LAS ENCINAS 97 COMUNA ESTACION CENTRAL;2200;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);39600;1684376
Valparaíso;VINA DEL MAR;2223-21;LOS RANUNCULOS SIN NUMERO COMUNA VINA DEL MAR;1575;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);39375;1674805
Antofagasta;SIERRA GORDA;6024-1;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;39246;CONCESION GRATUITA;2-posible;Norte (gruesa);39246;1669318
Valparaíso;VILLA ALEMANA;907-11;LOS EUCALIPTUS COMUNA VILLA ALEMANA;4308;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);38772;1649157
Biobío;CONCEPCION;590-13;CALLE SERRANO 1312 ESQUINA PRIETO;2141;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);38542;1639374
Antofagasta;CALAMA;5309-12;LOTE 12 MANZANA I PUERTO SECO COMUNA CALAMA;12841;CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);38523;1638566
Metropolitana;SANTIAGO;556-8;REPUBLICA 97 COMUNA SANTIAGO;1096;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);38360;1631633
Biobío;CONCEPCION;1360-27;PASAJE C 2022 POBLACION TENIENTE MERINO I COMUNA CONCEPCION;2131;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);38351;1631250
Metropolitana;SANTIAGO;42-50;AMUNATEGUI 66 COMUNA SANTIAGO;1095;..;1-disponible/recuperable;Centro (ref. mercado);38325;1630144
Metropolitana;NUNOA;3903-32;LO ENCALADA 207 COMUNA NUNOA;906;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);38036;1617851
Valparaíso;VINA DEL MAR;2380-22;CARLOS IBANEZ DEL CAMPO SIN NUMERO LOTES A, B, C Y D COMUNA VINA DEL MAR;1519;..;1-disponible/recuperable;Centro (ref. mercado);37983;1615597
Valparaíso;PUCHUNCAVI;218-66;VENTANA QUINTERO SIN NUMERO COMUNA PUCHUNCAVI;6284;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);37702;1603645
Valparaíso;VINA DEL MAR;2462-440;SIN NOMBRE LOTE 203 COMUNA VINA DEL MAR;1502;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);37550;1597179
Antofagasta;CALAMA;6070-34;MANZANA 6 A LOTE 2 SECTOR TOPATER COMUNA CALAMA;12505;CONCESION GRATUITA;2-posible;Norte (gruesa);37515;1595691
Antofagasta;CALAMA;3301-710;LOTE 7 PUEBLO DE LASANA COMUNA CALAMA;12500;CONCESION GRATUITA;2-posible;Norte (gruesa);37500;1595053
Antofagasta;CALAMA;5304-1;LOTE 1-A MANZANA D AMPLIACION PUERTO SECO COMUNA CALAMA;12446;ARRENDAMIENTO;2-posible;Norte (gruesa);37338;1588162
Antofagasta;CALAMA;1240-43;SITIO 10 AVENIDA TENIENTE MERINO 3551 COMUNA DE CALAMA;12312;CONCESION GRATUITA;2-posible;Norte (gruesa);36936;1571063
Antofagasta;CALAMA;5005-3;SITIO 3 MANZANA 2 PUERTO SECO COMUNA CALAMA;12300;ARRENDAMIENTO;2-posible;Norte (gruesa);36900;1569532
Metropolitana;PUENTE ALTO;331-2;GANDARILLAS 115 COMUNA PUENTE ALTO;3640;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);36400;1548264
Metropolitana;VITACURA;1911-33;LAS HUALTATAS 7380 COMUNA VITACURA;403;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);36225;1540821
Antofagasta;CALAMA;1407-1;RIQUELME 4050 VILLA AYQUINA COMUNA CALAMA;12067;CONCESION GRATUITA;2-posible;Norte (gruesa);36201;1539800
Metropolitana;VITACURA;1233-188;JACQUES CAZOTTE FRENTE AL 5600 COMUNA VITACURA;401;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);36104;1535674
Metropolitana;SAN MIGUEL;5843-1, 5843-2, 5843-3, 5843-4, 5843-7, 5843-8, 5843-9, 5843-10, 5843-11 Y 5843-12;"MANZANA D PASAJE 1 5885 SITIO 1; 5889 SITIO 12; PASAJE 2 513 SITIO 11; 517 SITIO 10; 519 SITI";1637;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);36010;1531676
Antofagasta;CALAMA;6070-37;MANZANA 6 B LOTE 1 SECTOR TOPATER COMUNA CALAMA;11910;CONCESION GRATUITA;2-posible;Norte (gruesa);35730;1519766
Biobío;CONCEPCION;6481-21;CALLE FRAY JUAN SALGUERO 209 (EX PASAJE ONCE 289) COMUNA CONCEPCION;1980;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);35640;1515938
Antofagasta;CALAMA;5306-1;SITIO 1-A MANZANA F AMPLIACION PUERTO SECO COMUNA CALAMA;11873;ARRENDAMIENTO;2-posible;Norte (gruesa);35619;1515045
Valparaíso;VINA DEL MAR;2466-462;TRES NORTE 4462 LOTE 211 COMUNA VINA DEL MAR;1414;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);35343;1503305
Tarapacá;ALTO HOSPICIO;SIN ROL;AVENIDA SUR SIN NUMERO COMUNA ALTO HOSPICIO;8818;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);35272;1500285
Metropolitana;LA GRANJA;6020-2;CANTO GENERAL 0330 COMUNA LA GRANJA;3488;..;1-disponible/recuperable;Centro (ref. mercado);34875;1483399
Antofagasta;ANTOFAGASTA;16075-1;CIUDAD DE ANTOFAGASTA SIN NUMERO COMUNA ANTOFAGASTA;8700;CONCESION GRATUITA;2-posible;Norte (gruesa);34800;1480209
Valparaíso;VILLA ALEMANA;SIN ROL;BAQUEDANO 756 INTERIOR LOTE A-23 COMUNA VILLA ALEMANA;3852;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);34668;1474594
Metropolitana;SANTIAGO;493-13;DIECIOCHO 164 COMUNA SANTIAGO;990;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);34666;1474509
Metropolitana;SANTIAGO;111-30;AMUNATEGUI 214 - 224 COMUNA SANTIAGO;988;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);34577;1470724
Tarapacá;ALTO HOSPICIO;6701-4 PREASIGNADO;CALLE PUBLICA NUMERO 2329 COMUNA DE ALTO HOSPICIO;8621;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);34484;1466768
Antofagasta;CALAMA;8004-38;ACCESO SUR DE CALAMA COMUNA CALAMA;11342;ARRENDAMIENTO;2-posible;Norte (gruesa);34026;1447287
Valparaíso;VALPARAISO;9320-261;ABELARDO NUNEZ MANZANA C LOTE 52 COMUNA VALPARAISO;2256;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);33840;1439375
Valparaíso;VALPARAISO;2045-1;SAN FRANCISCO NUMERO 261 COMUNA VALPARAISO;2238;..;1-disponible/recuperable;Centro (ref. mercado);33572;1427976
Valparaíso;SAN ANTONIO;8071-1;MERCED NUMERO 26 LOTE 16-1 COMUNA SAN ANTONIO;4186;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);33488;1424403
Biobío;CONCEPCION;4031-81;PROVIDENCIA 279 MANZANA PARCELA 22 SITIO 80 COMUNA CONCEPCION;1860;..;1-disponible/recuperable;Centro (ref. mercado);33480;1424063
Antofagasta;ANTOFAGASTA;17015-13;LOTE B ALTO LA PORTADA COMUNA ANTOFAGASTA;8252;ARRENDAMIENTO;2-posible;Norte (gruesa);33008;1403987
