REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;CONF;VALOR_UF;VALOR_USD
Antofagasta;MEJILLONES;215-10;BALNEARIO PUNTA ITATA MANZANA 8 SITIO 10 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;211-6;BALNEARIO PUNTA ITATA MANZANA 12 SITIO 6 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;226-12;BALNEARIO PUNTA ITATA MANZANA 19 SITIO 12 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Antofagasta;MEJILLONES;216-12;BALNEARIO PUNTA ITATA MANZANA 6 SITIO 12 COMUNA MEJILLONES;315;ARRENDAMIENTO;2-posible;Norte (gruesa);630;26797
Valparaíso;VALPARAISO;91-71;PLAZA DE LA JUSTICIA 45 PISO 7 DEPARTAMENTO 702 COMUNA VALPARAISO;42;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);627;26669
Antofagasta;OLLAGUE;3434-1;PUEBLO DE OLLAGUE SIN NUMERO COMUNA OLLAGUE;1243;CONCESION GRATUITA;2-posible;Norte (gruesa);622;26457
Metropolitana;RENCA;61-26;BATALLA DE SANGRA 1661 COMUNA RENCA;61;ARRENDAMIENTO;2-posible;Centro (ref. mercado);612;26031
Antofagasta;SIERRA GORDA;6036-1;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;604;CONCESION GRATUITA;2-posible;Norte (gruesa);604;25691
Antofagasta;ANTOFAGASTA;448-3;CALLE EDUARDO ORCHARD LOTE B POBLACION LA FAVORECEDORA COMUNA ANTOFAGASTA;150;CONCESION GRATUITA;2-posible;Norte (gruesa);600;25521
Antofagasta;TALTAL;507-24;APROX A 66 KMS AL NORESTE DE LA CIUDAD DE TALTAL COMUNA TALTAL;400;ARRENDAMIENTO;2-posible;Norte (gruesa);600;25521
Valparaíso;VINA DEL MAR;646-397;ARLEGUI 160 ESTACIONAMIENTO 34 COMUNA VINA DEL MAR;24;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);590;25095
Antofagasta;CALAMA;1138-11;CALLE LOS CHANARES 1285 SITIO 2 POBLACION LOS PIMIENTOS COMUNA CALAMA;194;CONCESION GRATUITA;2-posible;Norte (gruesa);582;24755
Metropolitana;SAN BERNARDO;4564-20;PLUTON 02191 COMUNA SAN BERNARDO;97;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);580;24670
Valparaíso;VALPARAISO;37-63;ROSS 149 PISO 6 DEPARTAMENTO 607 COMUNA VALPARAISO;39;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);578;24585
Antofagasta;MEJILLONES;10000-11;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;288;CONCESION GRATUITA;2-posible;Norte (gruesa);576;24500
Valparaíso;VINA DEL MAR;646-398;ARLEGUI 160 ESTACIONAMIENTO 35 COMUNA VINA DEL MAR;23;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);563;23947
Antofagasta;MARIA ELENA;336-4;CALLE COMERCIO PUEBLO DE QUILLAGUA SITIO 143 COMUNA MARIA ELENA;548;CONCESION GRATUITA;2-posible;Norte (gruesa);548;23309
Antofagasta;SIERRA GORDA;6019-15;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;548;CONCESION GRATUITA;2-posible;Norte (gruesa);548;23309
Tarapacá;POZO ALMONTE;ROL PREASIGNADO;CALLE PROYECTADA SIN NUMERO POZO ALMONTE;270;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);540;22969
Antofagasta;ANTOFAGASTA;1527-31;POBLACION BARRIO NORTE MANZANA I SITIO 7-E COMUNA ANTOFAGASTA;134;CONCESION GRATUITA;2-posible;Norte (gruesa);536;22799
Metropolitana;SAN BERNARDO;3140-2;OHIGGINS 948 DEPARTAMENTO 102 COMUNA SAN BERNARDO;86;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);515;21905
Metropolitana;LO PRADO;1047-16;PERU COMUNA LO PRADO;51;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);513;21820
Metropolitana;SAN BERNARDO;3140-6;OHIGGINS 948 DEPARTAMENTO 302 COMUNA SAN BERNARDO;85;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);510;21693
Antofagasta;ANTOFAGASTA;911-8;MIRAFLORES SITIO 178 POBLACION MIRAMAR COMUNA ANTOFAGASTA;126;CONCESION GRATUITA;2-posible;Norte (gruesa);504;21438
Antofagasta;MEJILLONES;1000-3;SITIO 3 MANZANA A BALNEARIO ALTOS HORNITOS COMUNA MEJILLONES;239;ARRENDAMIENTO;2-posible;Norte (gruesa);478;20332
Metropolitana;SAN BERNARDO;3140-1;OHIGGINS 948 DEPARTAMENTO 101 COMUNA SAN BERNARDO;79;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);474;20161
Antofagasta;SIERRA GORDA;6330-2;A 13 METROS DE CALLE JAIME GUZMAN LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;467;CONCESION GRATUITA;2-posible;Norte (gruesa);467;19864
Antofagasta;SIERRA GORDA;6309-4;SITIO 4 MANZANA 8 BAQUEDANO COMUNA SIERRA GORDA;466;CONCESION GRATUITA;2-posible;Norte (gruesa);466;19821
Metropolitana;SAN BERNARDO;3140-3;OHIGGINS 948 DEPARTAMENTO 201 COMUNA SAN BERNARDO;75;CONCESION GRATUITA A LARGO PLAZO;2-posible;Centro (ref. mercado);450;19141
Antofagasta;TOCOPILLA;804-2;AL ESTE DE LA POBLACION LAS TRES MARIAS COMUNA TOCOPILLA;225;ARRENDAMIENTO, CONCESION A TITULO ONEROSO;2-posible;Norte (gruesa);450;19141
Antofagasta;OLLAGUE;3429-3;MANZANA P SITIO 2 COMUNA OLLAGUE;886;CONCESION GRATUITA;2-posible;Norte (gruesa);443;18843
Antofagasta;OLLAGUE;3429-2;MANZANA P SITIO 1 PUEBLO OLLAGUE COMUNA OLLAGUE;885;CONCESION GRATUITA;2-posible;Norte (gruesa);442;18800
Antofagasta;MEJILLONES;1000-10;SITIO 10 MANZANA A ALTO BALNEARIO HORNITOS COMUNA MEJILLONES;213;ARRENDAMIENTO;2-posible;Norte (gruesa);426;18120
Antofagasta;ANTOFAGASTA;693-199;JOSE SANTOS OSSA 1941 A 1945 LOTE 2 COMUNA ANTOFAGASTA;106;CONCESION GRATUITA;2-posible;Norte (gruesa);424;18035
Antofagasta;SIERRA GORDA;6040-1;CALLE BOLIVAR COMUNA SIERRA GORDA;420;CONCESION GRATUITA;2-posible;Norte (gruesa);420;17865
Antofagasta;SAN PEDRO DE ATACAMA;3545-402;COSTADO SUR ESCUELA G-25 COMUNA SAN PEDRO DE ATACAMA;140;CONCESION GRATUITA;2-posible;Norte (gruesa);420;17865
Antofagasta;MEJILLONES;1000-17;SITIO 17 MANZANA B BALNEARIO HORNITOS COMUNA MEJILLONES;206;ARRENDAMIENTO;2-posible;Norte (gruesa);412;17524
Antofagasta;SIERRA GORDA;6309-1;SITIO 1 MANZANA 8 BAQUEDANO COMUNA SIERRA GORDA;412;CONCESION GRATUITA;2-posible;Norte (gruesa);412;17524
Metropolitana;PUDAHUEL;3829-12;EL COBRE 8686 DEPARTAMENTO 34 COMUNA PUDAHUEL;51;ARRENDAMIENTO;2-posible;Centro (ref. mercado);410;17439
Antofagasta;ANTOFAGASTA;1401-34;PARTE DEL LOTE 75 SALVADOR ALLENDE 752 COMUNA ANTOFAGASTA;102;ARRENDAMIENTO;2-posible;Norte (gruesa);408;17354
Antofagasta;MEJILLONES;1000-16;SITIO 16 MANZANA B ALTO BALNEARIO HORNITOS COMUNA MEJILLONES;204;ARRENDAMIENTO;2-posible;Norte (gruesa);408;17354
Antofagasta;ANTOFAGASTA;1712-23;SITIO 2 VILLA LAS AMERICAS COMUNA ANTOFAGASTA;101;CONCESION GRATUITA;2-posible;Norte (gruesa);404;17184
Tarapacá;HUARA;2421-1;CALLE ESTACION SIN NUMERO COMUNA HUARA;401;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);401;17056
Antofagasta;ANTOFAGASTA;4518-4;CIUDAD DE ANTOFAGASTA JARDINES DEL SUR SIN NUMERO COMUNA ANTOFAGASTA;100;ARRENDAMIENTO;2-posible;Norte (gruesa);400;17014
Antofagasta;MEJILLONES;1000-6;BALNEARIO ALTOS HORNITOS SITIO 6 MANZANA A COMUNA MEJILLONES;195;ARRENDAMIENTO;2-posible;Norte (gruesa);390;16589
Valparaíso;SAN ANTONIO;8327-15;LOS CLAVELES 554 BLOCK 2 DEPARTAMENTO 43 COMUNA SAN ANTONIO;48;ARRENDAMIENTO;2-posible;Centro (ref. mercado);386;16418
Metropolitana;LA PINTANA;7486-11;GABRIELA 1174 DEPARTAMENTO 33 COMUNA LA PINTANA;55;ARRENDAMIENTO;2-posible;Centro (ref. mercado);385;16376
Antofagasta;MEJILLONES;1000-18;BALNEARIO HORNITOS SITIO 18 MANZANA B COMUNA MEJILLONES;192;ARRENDAMIENTO;2-posible;Norte (gruesa);384;16333
Antofagasta;ANTOFAGASTA;3074-7;ARGENTINA 01896 DEPARTAMENTO 31 BLOCK H COVIEFI COMUNA ANTOFAGASTA;95;CONCESION GRATUITA;2-posible;Norte (gruesa);380;16163
Valparaíso;VINA DEL MAR;646-396;ARLEGUI 160 ESTACIONAMIENTO 33 COMUNA VINA DEL MAR;15;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);378;16078
Antofagasta;OLLAGUE;3411-10;SITIO 7 MANZANA L PUEBLO OLLAGUE COMUNA OLLAGUE;755;CONCESION GRATUITA;2-posible;Norte (gruesa);378;16078
Antofagasta;SIERRA GORDA;6301-4;AVENIDA SALVADOR ALLENDE LOCALIDAD BAQUEDANO COMUNA SIERRA GORDA;376;CONCESION GRATUITA;2-posible;Norte (gruesa);376;15993
Valparaíso;VALPARAISO;6001-23;WASHINGTON 36 PISO 1 LOTE 7 COMUNA VALPARAISO;24;ARRENDAMIENTO;2-posible;Centro (ref. mercado);361;15355
Antofagasta;ANTOFAGASTA;1401-33;PARTE DEL LOTE 74 SALVADOR ALLENDE 754 COMUNA ANTOFAGASTA;90;ARRENDAMIENTO;2-posible;Norte (gruesa);360;15313
Antofagasta;MEJILLONES;24-6;MANZANA 13 SITIO 11 COMUNA MEJILLONES;180;ARRENDAMIENTO;2-posible;Norte (gruesa);360;15313
Antofagasta;CALAMA;3301-715;LOCALIDAD DE CHIU-CHIU COMUNA CALAMA;118;CONCESION GRATUITA;2-posible;Norte (gruesa);354;15057
Biobío;CONCEPCION;177-187;ANIBAL PINTO 450 LOTE 90 COMUNA CONCEPCION;17;ARRENDAMIENTO;2-posible;Centro (ref. mercado);313;13313
Antofagasta;MEJILLONES;6400-4;LOCALIDAD DE MICHILLA SIN NUMERO COMUNA MEJILLONES;156;CONCESION GRATUITA;2-posible;Norte (gruesa);312;13271
Antofagasta;SIERRA GORDA;6026-2;LOTE A LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;312;CONCESION GRATUITA;2-posible;Norte (gruesa);312;13271
Antofagasta;MEJILLONES;101-196;BALNEARIO HORNITOS SITIO 3 COMUNA MEJILLONES;152;ARRENDAMIENTO;2-posible;Norte (gruesa);304;12931
Antofagasta;MARIA ELENA;369-4;LOCALIDAD DE QUILLAGUA COMUNA MARIA ELENA;300;ARRENDAMIENTO;2-posible;Norte (gruesa);300;12760
Tarapacá;HUARA;SIN ROL;PASAJE PUBLICO SIN NUMERO COMUNA HUARA;299;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);299;12718
Antofagasta;SIERRA GORDA;6322-4;SITIO 3 CENTRO COMERCIAL BAQUEDANO COMUNA SIERRA GORDA;297;ARRENDAMIENTO;2-posible;Norte (gruesa);297;12633
Antofagasta;ANTOFAGASTA;1303-31;CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA;74;ARRENDAMIENTO;2-posible;Norte (gruesa);296;12590
Biobío;CONCEPCION;177-286;ANIBAL PINTO 450 LOTE 89 COMUNA CONCEPCION;16;ARRENDAMIENTO;2-posible;Centro (ref. mercado);292;12420
Antofagasta;SIERRA GORDA;6322-5;SITIO 4 CENTRO COMERCIAL BAQUEDANO COMUNA SIERRA GORDA;286;ARRENDAMIENTO;2-posible;Norte (gruesa);286;12165
Antofagasta;ANTOFAGASTA;5048-9;IQUIQUE 7349 SITIO 9 COSTA AZUL COMUNA ANTOFAGASTA;68;CONCESION GRATUITA;2-posible;Norte (gruesa);272;11569
Tarapacá;POZO ALMONTE;PREASIGNADO;PASAJE PEATONAL SIN NUMERO COMUNA POZO ALMONTE;136;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);272;11569
Antofagasta;SIERRA GORDA;6041-1;LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;270;CONCESION GRATUITA;2-posible;Norte (gruesa);270;11484
Antofagasta;ANTOFAGASTA;1401-32;PARTE DEL LOTE 73 SALVADOR ALLENDE 780 COMUNA ANTOFAGASTA;67;ARRENDAMIENTO;2-posible;Norte (gruesa);268;11399
Antofagasta;ANTOFAGASTA;1401-31;PARTE DEL LOTE 71 SALVADOR ALLENDE SIN NUMERO COMUNA ANTOFAGASTA;67;ARRENDAMIENTO;2-posible;Norte (gruesa);268;11399
Antofagasta;ANTOFAGASTA;5048-8;AVENIDA IQUIQUE 7345 SITIO 10 COMUNA ANTOFAGASTA;65;CONCESION GRATUITA;2-posible;Norte (gruesa);260;11059
Antofagasta;ANTOFAGASTA;5048-11;AVENIDA IQUIQUE 7357 SITIO 7 CONJUNTO HABITACIONAL COSTA AZUL II COMUNA ANTOFAGASTA;65;CONCESION GRATUITA;2-posible;Norte (gruesa);260;11059
Antofagasta;SIERRA GORDA;6322-7;SITIO 6 CENTRO COMERCIAL BAQUEDANO COMUNA SIERRA GORDA;246;ARRENDAMIENTO;2-posible;Norte (gruesa);246;10464
Antofagasta;OLLAGUE;3423-2;PUEBLO DE OLLAGUE SITIO 1 MANZANA E COMUNA OLLAGUE;485;CONCESION GRATUITA;2-posible;Norte (gruesa);242;10293
Antofagasta;ANTOFAGASTA;1177-22;BELLAVISTA 3656 DEPARTAMENTO F PISO 3 COMUNA ANTOFAGASTA;60;CONCESION GRATUITA;2-posible;Norte (gruesa);240;10208
Antofagasta;ANTOFAGASTA;1177-11;BELLAVISTA 3636 DEPARTAMENTO C PISO 2 COMUNA ANTOFAGASTA;60;CONCESION GRATUITA;2-posible;Norte (gruesa);240;10208
Antofagasta;OLLAGUE;3411-21;MANZANA D PLAN REGULADOR COMUNAL OLLAGUE COMUNA OLLAGUE;476;CONCESION GRATUITA;2-posible;Norte (gruesa);238;10123
Antofagasta;ANTOFAGASTA;1303-34;CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA;57;CONCESION GRATUITA;2-posible;Norte (gruesa);228;9698
Antofagasta;ANTOFAGASTA;1303-20;CIUDAD DE ANTOFAGASTA COMUNA ANTOFAGASTA;57;CONCESION GRATUITA;2-posible;Norte (gruesa);228;9698
Tarapacá;HUARA;PREASIGNADO;ALTOS DE TARAPACA COMUNA HUARA;225;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);225;9570
Antofagasta;SIERRA GORDA;6322-3;SITIO 2 CENTRO COMERCIAL BAQUEDANO COMUNA SIERRA GORDA;224;ARRENDAMIENTO;2-posible;Norte (gruesa);224;9528
Biobío;CONCEPCION;177-255;COLO COLO 451-B LOTE 103 COMUNA CONCEPCION;12;CONCESION GRATUITA A CORTO PLAZO;1-disponible/recuperable;Centro (ref. mercado);215;9145
Antofagasta;MARIA ELENA;307-3;PUEBLO DE QUILLAGUA SIN NUMERO COMUNA MARIA ELENA;212;ARRENDAMIENTO;2-posible;Norte (gruesa);212;9017
Antofagasta;SIERRA GORDA;70000-29;AL SUROESTE DE LA LOCALIDAD DE SIERRA GORDA COMUNA SIERRA GORDA;200;ARRENDAMIENTO;2-posible;Norte (gruesa);200;8507
Tarapacá;POZO ALMONTE;PREASIGNADO;HUATACONDO COMUNA POZO ALMONTE;100;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);200;8507
Antofagasta;OLLAGUE;3419-2;SITIO 1 MANZANA C COMUNA OLLAGUE;390;CONCESION GRATUITA;2-posible;Norte (gruesa);195;8294
Antofagasta;OLLAGUE;3421-14;PUEBLO DE OLLAGUE SITIO 10 MANZANA G COMUNA OLLAGUE;359;ARRENDAMIENTO;2-posible;Norte (gruesa);180;7656
Biobío;CONCEPCION;177-17;ANIBAL PINTO 450 LOTE 93 COMUNA CONCEPCION;9;ARRENDAMIENTO;2-posible;Centro (ref. mercado);171;7273
Biobío;CONCEPCION;177-16;ANIBAL PINTO 450 LOTE 92 COMUNA CONCEPCION;9;ARRENDAMIENTO;2-posible;Centro (ref. mercado);167;7103
Biobío;CONCEPCION;177-23;ANIBAL PINTO 450 LOTE 101 COMUNA CONCEPCION;9;ARRENDAMIENTO;2-posible;Centro (ref. mercado);166;7061
Biobío;CONCEPCION;177-21;ANIBAL PINTO 450 LOTE 99 COMUNA CONCEPCION;9;ARRENDAMIENTO;2-posible;Centro (ref. mercado);161;6848
Biobío;CONCEPCION;177-18;ANIBAL PINTO 450 LOTE 94 COMUNA CONCEPCION;9;ARRENDAMIENTO;2-posible;Centro (ref. mercado);155;6593
Valparaíso;SAN ANTONIO;40-21;JOSE MANUEL BALMACEDA FERNANDEZ SIN NUMERO LOCAL 6 COMUNA SAN ANTONIO;18;ARRENDAMIENTO;2-posible;Centro (ref. mercado);145;6168
Biobío;CONCEPCION;177-22;ANIBAL PINTO 450 LOTE 100 COMUNA CONCEPCION;8;ARRENDAMIENTO;2-posible;Centro (ref. mercado);144;6125
Antofagasta;OLLAGUE;3416-5;PUEBLO DE OLLAGUE SITIO 5 MANZANA J COMUNA OLLAGUE;280;CONCESION GRATUITA;2-posible;Norte (gruesa);140;5955
Antofagasta;OLLAGUE;3416-6;PUEBLO DE OLLAGUE SITIO 6 MANZANA J COMUNA OLLAGUE;280;CONCESION GRATUITA;2-posible;Norte (gruesa);140;5955
Antofagasta;OLLAGUE;3416-7;PUEBLO DE OLLAGUE SITIO 7 MANZANA J COMUNA OLLAGUE;280;CONCESION GRATUITA;2-posible;Norte (gruesa);140;5955
Antofagasta;SIERRA GORDA;6420-1;AVENIDA SALVADOR ALLENDE 452 COMUNA SIERRA GORDA;117;CONCESION GRATUITA;2-posible;Norte (gruesa);117;4977
Antofagasta;OLLAGUE;3419-3;SITIO 2 MANZANA C COMUNA OLLAGUE;225;CONCESION GRATUITA;2-posible;Norte (gruesa);112;4764
Tarapacá;HUARA;SIN ROL;PASAJE PUBLICO SIN NUMERO AL OESTE DE PLAZA COMUNA HUARA;110;EN USO RECUPERABLE (texto);2-posible;Norte (gruesa);110;4679
Antofagasta;MARIA ELENA;6800-27;SECTOR CRUCERO COMUNA MARIA ELENA;100;ARRENDAMIENTO;2-posible;Norte (gruesa);100;4253
Antofagasta;SIERRA GORDA;6340-3;LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;100;ARRENDAMIENTO;2-posible;Norte (gruesa);100;4253
Antofagasta;OLLAGUE;3416-3;PUEBLO DE OLLAGUE SITIO 2 MANZANA J COMUNA OLLAGUE;200;CONCESION GRATUITA;2-posible;Norte (gruesa);100;4253
Biobío;CONCEPCION;177-209;ANIBAL PINTO 450 LOTE 87 COMUNA CONCEPCION;5;ARRENDAMIENTO;2-posible;Centro (ref. mercado);97;4126
Biobío;CONCEPCION;177-210;ANIBAL PINTO 450 LOTE 88 COMUNA CONCEPCION;5;ARRENDAMIENTO;2-posible;Centro (ref. mercado);97;4126
Biobío;CONCEPCION;177-20;ANIBAL PINTO 450 LOTE 97 COMUNA CONCEPCION;5;ARRENDAMIENTO;2-posible;Centro (ref. mercado);95;4041
Antofagasta;OLLAGUE;3416-4;PUEBLO DE OLLAGUE SITIO 3 MANZANA J COMUNA OLLAGUE;180;CONCESION GRATUITA;2-posible;Norte (gruesa);90;3828
Biobío;CONCEPCION;177-15;ANIBAL PINTO 450 LOTE 91 COMUNA CONCEPCION;5;ARRENDAMIENTO;2-posible;Centro (ref. mercado);86;3658
Antofagasta;OLLAGUE;3427-5;PUEBLO DE OLLAGUE COMUNA OLLAGUE;169;CONCESION GRATUITA;2-posible;Norte (gruesa);84;3573
Biobío;CONCEPCION;177-311;ANIBAL PINTO 450 LOTE 96 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);78;3318
Biobío;CONCEPCION;177-19;ANIBAL PINTO 450 LOTE 95 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);78;3318
Biobío;CONCEPCION;177-270;ANIBAL PINTO 450 LOTE 15 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);75;3190
Antofagasta;SIERRA GORDA;6340-2;LOCALIDAD DE BAQUEDANO COMUNA SIERRA GORDA;70;ARRENDAMIENTO;2-posible;Norte (gruesa);70;2977
Biobío;CONCEPCION;177-280;ANIBAL PINTO 450 LOTE 40 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-229;ANIBAL PINTO 450 LOTE 48 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-292;ANIBAL PINTO 450 LOTE 66 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-258;ANIBAL PINTO 450 LOTE 3 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-269;ANIBAL PINTO 450 LOTE 14 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-222;ANIBAL PINTO 450 LOTE 26 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-272;ANIBAL PINTO 450 LOTE 32 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-289;ANIBAL PINTO 450 LOTE 63 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-254;ANIBAL PINTO 450 LOTE 86 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-260;ANIBAL PINTO 450 LOTE 5 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-240;ANIBAL PINTO 450 LOTE 59 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-246;ANIBAL PINTO 450 LOTE 78 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-252;ANIBAL PINTO 450 LOTE 84 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-247;ANIBAL PINTO 450 LOTE 79 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-243;ANIBAL PINTO 450 LOTE 75 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-308;ANIBAL PINTO 450 LOTE 25 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-271;ANIBAL PINTO 450 LOTE 31 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-262;ANIBAL PINTO 450 LOCAL 7 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-276;ANIBAL PINTO 450 LOTE 36 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-295;ANIBAL PINTO 450 LOTE 69 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-293;ANIBAL PINTO 450 LOTE 67 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-282;ANIBAL PINTO 450 LOTE 42 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-300;ANIBAL PINTO 450 LOTE 17 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-310;ANIBAL PINTO 450 LOTE 4 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-275;ANIBAL PINTO 450 LOTE 35 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-265;ANIBAL PINTO 450 LOTE 10 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-268;ANIBAL PINTO 450 LOTE 13 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-306;ANIBAL PINTO 450 LOTE 23 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-301;ANIBAL PINTO 450 LOTE 18 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-294;ANIBAL PINTO 450 LOTE 68 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-263;ANIBAL PINTO 450 LOTE 8 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-264;ANIBAL PINTO 450 LOTE 9 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-242;ANIBAL PINTO 450 LOTE 74 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-274;ANIBAL PINTO 450 LOTE 34 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-303;ANIBAL PINTO 450 LOTE 20 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-266;ANIBAL PINTO 450 LOTE 11 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
Biobío;CONCEPCION;177-223;ANIBAL PINTO 450 LOTE 27 COMUNA CONCEPCION;4;ARRENDAMIENTO;2-posible;Centro (ref. mercado);65;2765
