REGION;COMUNA;ROL_SII;NOMBRE;SUP_M2;MODO;TIER;VALOR_UF;VALOR_USD
"13- REGION METROPOLITANA";"CONCHALI";"3047-15";"TOKYO 5826 COMUNA CONCHALI";"160";"ARRENDAMIENTO";"2-posible";"1920";"81667"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"165-41";"LIMA 505 COMUNA VILLA ALEMANA";"210";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1890";"80391"
"13- REGION METROPOLITANA";"SANTIAGO";"634-54";"EYZAGUIRRE 1085 DEPARTAMENTO 202 COMUNA SANTIAGO";"54";"ARRENDAMIENTO";"2-posible";"1890";"80391"
"13- REGION METROPOLITANA";"SAN BERNARDO";"5578-23";"DIEGO DE GARCIA 14035 COMUNA SAN BERNARDO";"313";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1875";"79753"
"13- REGION METROPOLITANA";"SAN BERNARDO";"5574-19";"JUAN ESPINA COMUNA SAN BERNARDO";"313";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1875";"79753"
"13- REGION METROPOLITANA";"SANTIAGO";"227-146";"ISMAEL VALDES VERGARA 820 DEPARTAMENTO 32 COMUNA SANTIAGO";"53";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1848";"78604"
"13- REGION METROPOLITANA";"CERRILLOS";"14-16";"LAS ARAUCARIAS 8091 COMUNA CERRILLOS";"154";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1848";"78604"
"13- REGION METROPOLITANA";"RENCA";"1194-13";"COYHAIQUE 1864 COMUNA RENCA";"185";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1846";"78519"
"13- REGION METROPOLITANA";"SANTIAGO";"90-36";"MONEDA 1741 DEPARTAMENTO 22 COMUNA SANTIAGO";"53";"ARRENDAMIENTO";"2-posible";"1838";"78179"
"13- REGION METROPOLITANA";"HUECHURABA";"1531-11";"GRANEROS 856 COMUNA HUECHURABA";"101";"ARRENDAMIENTO";"2-posible";"1818";"77328"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"1521-308";"ALVAREZ 1926 TORRE X DEPARTAMENTO 26 COMUNA VINA DEL MAR";"73";"ARRENDAMIENTO";"2-posible";"1817";"77286"
"08- REGION DEL BIOBIO";"CHIGUAYANTE";"SIN ROL";"BILBAO 2216 LOTE A-3 POBLACION LOS BOLDOS COMUNA CHIGUAYANTE";"182";"..";"1-disponible/recuperable";"1816";"77243"
"13- REGION METROPOLITANA";"PUENTE ALTO";"159-14";"DOMINGO TOCORNAL 744 COMUNA PUENTE ALTO";"179";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1790";"76137"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-3";"ANIBAL PINTO 442 LOTE 17- PISO 1 Y PARTE LOTE 1 ENTREPISO COMUNA CONCEPCION";"99";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1787";"76010"
"13- REGION METROPOLITANA";"CERRO NAVIA";"2363-17";"SANTA TERESA DE LOS ANDES 1431 SITIO 30 COMUNA CERRO NAVIA";"222";"ARRENDAMIENTO";"2-posible";"1775";"75499"
"13- REGION METROPOLITANA";"SANTIAGO";"401-92";"VERGARA 24 DEPARTAMENTO 707 COMUNA SANTIAGO";"51";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1769";"75244"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"2026-25";"CALLE IGNACIO CARRERA PINTO 39 LOTE 1 COMUNA SAN ANTONIO";"221";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1766";"75116"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"1018-8";"WADDINGTON 7121 COMUNA VALPARAISO";"118";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1763";"74989"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"144-92";"SAN MARTIN 821 DEPARTAMENTO 1208 COMUNA VINA DEL MAR";"70";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1744";"74181"
"08- REGION DEL BIOBIO";"CORONEL";"917-11";"PASAJE VOLCAN TINGUIRIRICA NUMERO 1410 LOTE B COMUNA CORONEL";"249";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1743";"74138"
"08- REGION DEL BIOBIO";"CONCEPCION";"180-110";"TUCAPEL 482 LOTE 94 COMUNA CONCEPCION";"96";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1728";"73500"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"1024-47";"GAMERO 2042 DEPARTAMENTO 2042 A COMUNA INDEPENDENCIA";"77";"ARRENDAMIENTO";"2-posible";"1694";"72054"
"05- REGION DE VALPARAÍSO";"QUILPUE";"346-43";"LAS PALMAS COMUNA QUILPUE";"141";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1688";"71799"
"08- REGION DEL BIOBIO";"CORONEL";"45000";"CARRERA 270 SITIO 2A COMUNA CORONEL";"240";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1678";"71373"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"2764-4";"LIBERTAD 841 LOTE 4 MANZANA 38 COMUNA SAN ANTONIO";"209";"ARRENDAMIENTO";"2-posible";"1672";"71118"
"13- REGION METROPOLITANA";"SAN BERNARDO";"4636-1";"EL NOCEDAL 11901 COMUNA SAN BERNARDO";"276";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1653";"70310"
"13- REGION METROPOLITANA";"EL BOSQUE";"5261-5";"LOS RAULIES 11357 COMUNA EL BOSQUE";"180";"ARRENDAMIENTO";"2-posible";"1620";"68906"
"13- REGION METROPOLITANA";"PUENTE ALTO";"194-10";"ERNESTO ALVEAR 484 LOTE 115 COMUNA PUENTE ALTO";"162";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1620";"68906"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR LOTE A-21 COMUNA VILLA ALEMANA";"178";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1602";"68141"
"13- REGION METROPOLITANA";"LA GRANJA";"5281-12";"PUNTA ARENAS 8219 SITIO 2985 COMUNA LA GRANJA";"159";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1585";"67418"
"13- REGION METROPOLITANA";"COLINA";"601-13";"FERMIN VERGARA SIN NUMERO MANZANA 14 LOTE 13 COMUNA COLINA";"196";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1571";"66822"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"1414-23";"APOSTOL SANTIAGO 878 COMUNA QUINTA NORMAL";"97";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1552";"66014"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"8170-14";"JOSE MIGUEL CARRERA NUMERO 590 COMUNA SAN ANTONIO";"194";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1551";"65971"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-9";"ANIBAL PINTO 450 PISO ENTREPISO LOTE 8 PISO 1 LOTE 8 ENTREPISO COMUNA CONCEPCION";"86";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1545";"65716"
"08- REGION DEL BIOBIO";"SAN PEDRO DE LA PAZ";"3272-20";"LOS SAUCES ESQUINA PACES DE QUILIN VILLA SAN PEDRO COMUNA SAN PEDRO DE LA PAZ";"110";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1540";"65503"
"13- REGION METROPOLITANA";"SANTIAGO";"590-6";"TOCORNAL 413 CASA 1 COMUNA SANTIAGO";"43";"ARRENDAMIENTO";"2-posible";"1519";"64610"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR PARTE LOTA-16 COMUNA VILLA ALEMANA";"168";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1512";"64313"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"213-3";"RETAMO 707 PISO 2; RETAMO 709 PISO 1 LOTE B; COMUNA VALPARAISO";"97";"..";"1-disponible/recuperable";"1462";"62186"
"13- REGION METROPOLITANA";"EL BOSQUE";"811-14";"LAS ESQUILAS 1610 COMUNA EL BOSQUE";"162";"ARRENDAMIENTO";"2-posible";"1458";"62016"
"13- REGION METROPOLITANA";"HUECHURABA";"7018-13";"LAS BANDURRIAS 6878 COMUNA HUECHURABA";"80";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1440";"61250"
"08- REGION DEL BIOBIO";"CORONEL";"917-9";"PASAJE VOLCAN TINGUIRIRICA NUMERO 1420 LOTE A COMUNA CORONEL";"203";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1421";"60442"
"13- REGION METROPOLITANA";"PENALOLEN";"9643-25";"CABO 2DO JULIO PAVEZ ORTIZ COMUNA PENALOLEN";"87";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1394";"59293"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-24";"ANIBAL PINTO 442 LOTE 104 COMUNA CONCEPCION";"76";"ARRENDAMIENTO";"2-posible";"1371";"58315"
"13- REGION METROPOLITANA";"RENCA";"601-33";"RIO RAHUE 4948 COMUNA RENCA";"136";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"1358";"57762"
"13- REGION METROPOLITANA";"SAN MIGUEL";"5187-3";"PASAJE K 5214 DEPARTAMENTO D COMUNA SAN MIGUEL";"61";"ARRENDAMIENTO";"2-posible";"1342";"57082"
"13- REGION METROPOLITANA";"MAIPU";"54-70";"5 DE ABRIL 449 LOTE Y-1 COMUNA MAIPU";"95";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1336";"56826"
"13- REGION METROPOLITANA";"CERRO NAVIA";"2776-16";"NAPOLES 1433 A-B COMUNA CERRO NAVIA";"160";"..";"1-disponible/recuperable";"1280";"54444"
"13- REGION METROPOLITANA";"ESTACION CENTRAL";"942-118";"NICASIO RETAMALES 836 COMUNA ESTACION CENTRAL";"70";"ARRENDAMIENTO";"2-posible";"1260";"53594"
"13- REGION METROPOLITANA";"COLINA";"593-5";"PASAJE CUATRO SIN NUMERO COMUNA COLINA";"156";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1246";"52998"
"13- REGION METROPOLITANA";"INDEPENDENCIA";"1317-24";"SALOMON SACK 400 PISO 1 DEPARTAMENTO 14 COMUNA INDEPENDENCIA";"56";"ARRENDAMIENTO";"2-posible";"1241";"52786"
"13- REGION METROPOLITANA";"CERRO NAVIA";"2456-16";"ESTADOS UNIDOS 1104 COMUNA CERRO NAVIA";"155";"ARRENDAMIENTO";"2-posible";"1240";"52743"
"13- REGION METROPOLITANA";"MACUL";"9072-60";"BAQUEDANO 4193 K COMUNA MACUL";"69";"ARRENDAMIENTO";"2-posible";"1236";"52573"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"1827-9";"LUIS HINOJOSA 1046 COMUNA SAN ANTONIO";"154";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1229";"52275"
"13- REGION METROPOLITANA";"SANTIAGO";"22-536";"MONEDA 712 Y 722 DEPARTAMENTO 308 COMUNA SANTIAGO";"35";"ARRENDAMIENTO";"2-posible";"1225";"52105"
"13- REGION METROPOLITANA";"CERRO NAVIA";"2646-21";"LEONOR DE LA CORTE 6647 COMUNA CERRO NAVIA";"152";"ARRENDAMIENTO";"2-posible";"1216";"51722"
"13- REGION METROPOLITANA";"EL BOSQUE";"3066-15";"PEREZ ROMAN 9748 COMUNA EL BOSQUE";"134";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1209";"51424"
"05- REGION DE VALPARAÍSO";"CARTAGENA";"1061-0004";"SCOLARI 8 COMUNA CARTAGENA";"240";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1200";"51042"
"05- REGION DE VALPARAÍSO";"CARTAGENA";"2006-13";"JOSE ARELLANO RIVAS SIN NUMERO MANZANA 7 SITIO 13 COMUNA CARTAGENA";"237";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1183";"50319"
"13- REGION METROPOLITANA";"ESTACION CENTRAL";"608-22";"MARINER 212 DEPARTAMENTO 301-A COMUNA ESTACION CENTRAL";"63";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1134";"48234"
"13- REGION METROPOLITANA";"LA PINTANA";"7329-31";"DOMINGO SANTA CRUZ 0935 COMUNA LA PINTANA";"162";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1134";"48234"
"13- REGION METROPOLITANA";"PENALOLEN";"5971-20";"AMERICO VESPUCIO SUR 1342 DEPARTAMENTO 103 COMUNA PENALOLEN";"69";"ARRENDAMIENTO";"2-posible";"1104";"46958"
"13- REGION METROPOLITANA";"QUINTA NORMAL";"819-17";"CONSTANTINO 589 COMUNA QUINTA NORMAL";"68";"ARRENDAMIENTO";"2-posible";"1088";"46278"
"13- REGION METROPOLITANA";"PUENTE ALTO";"1178-25";"CERRO EL PLOMO COMUNA PUENTE ALTO";"106";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1059";"45044"
"13- REGION METROPOLITANA";"PUDAHUEL";"2065-33";"DIAGONAL SUR 8880 COMUNA PUDAHUEL";"131";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1049";"44619"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"73-1";"YUNGAY 1827 COMUNA VALPARAISO";"69";"..";"1-disponible/recuperable";"1031";"43853"
"13- REGION METROPOLITANA";"PEDRO AGUIRRE CERDA";"14055-7";"PASAJE JORGE TORO 3525 COMUNA PEDRO AGUIRRE CERDA";"128";"ARRENDAMIENTO";"2-posible";"1024";"43556"
"13- REGION METROPOLITANA";"LO ESPEJO";"4119-41";"26 SUR 03657 COMUNA LO ESPEJO";"127";"ARRENDAMIENTO";"2-posible";"1019";"43343"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"59-2";"SEGUNDO PLAZA SIN NUMERO COMUNA SAN ANTONIO";"127";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1012";"43045"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"2442-69";"PADRE ALBERTO HURTADO DEPARTAMENTO 209 COMUNA VINA DEL MAR";"40";"ARRENDAMIENTO";"2-posible";"1012";"43045"
"13- REGION METROPOLITANA";"RENCA";"283-16";"SALVADOR SANFUENTES 1183 COMUNA RENCA";"100";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"1000";"42535"
"13- REGION METROPOLITANA";"PUDAHUEL";"2571-13";"MARIA ANGELICA 9458 MANZANA H LOTE 8 COMUNA PUDAHUEL";"123";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"987";"41982"
"13- REGION METROPOLITANA";"PENALOLEN";"9094-233";"AMERICO VESPUCIO SUR 5602 DEPARTAMENTO 23 BLOCK 34 COMUNA PENALOLEN";"62";"ARRENDAMIENTO";"2-posible";"986";"41939"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"1225-1";"BLANCO ENCALADA NUMERO 711 COMUNA SAN ANTONIO";"122";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"974";"41429"
"13- REGION METROPOLITANA";"RECOLETA";"74-81";"BELLAVISTA 256 PISO 1 DEPARTAMENTO 3 COMUNA RECOLETA";"48";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"969";"41216"
"13- REGION METROPOLITANA";"SAN JOAQUIN";"3410-12";"PINTOR GOYA 3675 COMUNA SAN JOAQUIN";"54";"ARRENDAMIENTO";"2-posible";"923";"39260"
"13- REGION METROPOLITANA";"SAN BERNARDO";"3500-22";"YUNGAY 1090-B COMUNA SAN BERNARDO";"152";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"912";"38792"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"3223-18";"LUIS ALBERTO ARAYA 2048 LOTE 28 COMUNA SAN ANTONIO";"104";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"831";"35346"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"1091-5";"ALCALDE BARRIOS 155 COMUNA VALPARAISO";"55";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"823";"35006"
"05- REGION DE VALPARAÍSO";"EL TABO";"650-124";"FRANCISCO PALAU SITIO 3 COMUNA EL TABO";"164";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"820";"34878"
"08- REGION DEL BIOBIO";"PENCO";"316-25";"PASAJE PEATONAL 1 35 LIRQUEN COMUNA DE PENCO";"90";"ARRENDAMIENTO";"2-posible";"722";"30710"
"13- REGION METROPOLITANA";"PUDAHUEL";"3752-7";"EL SOL 754 COMUNA PUDAHUEL";"85";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"680";"28924"
"13- REGION METROPOLITANA";"SAN BERNARDO";"1140-6";"JUANITA AGUIRRE 9 Y JORGE VALDIVIESO COMUNA SAN BERNARDO";"112";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"671";"28541"
"13- REGION METROPOLITANA";"LA FLORIDA";"1553-124";"SANTA AMALIA 0161 DEPARTAMENTO 105 COMUNA LA FLORIDA";"46";"ARRENDAMIENTO";"2-posible";"645";"27435"
"05- REGION DE VALPARAÍSO";"VILLA ALEMANA";"SIN ROL";"BAQUEDANO SIN NUMERO INTERIOR PARTE LOTE A-22 COMUNA VILLA ALEMANA";"71";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"635";"27010"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"91-71";"PLAZA DE LA JUSTICIA 45 PISO 7 DEPARTAMENTO 702 COMUNA VALPARAISO";"42";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"627";"26669"
"13- REGION METROPOLITANA";"RENCA";"61-26";"BATALLA DE SANGRA 1661 COMUNA RENCA";"61";"ARRENDAMIENTO";"2-posible";"612";"26031"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"646-397";"ARLEGUI 160 ESTACIONAMIENTO 34 COMUNA VINA DEL MAR";"24";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"590";"25095"
"13- REGION METROPOLITANA";"SAN BERNARDO";"4564-20";"PLUTON 02191 COMUNA SAN BERNARDO";"97";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"580";"24670"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"37-63";"ROSS 149 PISO 6 DEPARTAMENTO 607 COMUNA VALPARAISO";"39";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"578";"24585"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"646-398";"ARLEGUI 160 ESTACIONAMIENTO 35 COMUNA VINA DEL MAR";"23";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"563";"23947"
"13- REGION METROPOLITANA";"LAS CONDES";"905-44";"CERRO LA PARVA 998 DEPARTAMENTO 93 COMUNA LAS CONDES";"69";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"554";"23564"
"13- REGION METROPOLITANA";"SAN BERNARDO";"3140-2";"OHIGGINS 948 DEPARTAMENTO 102 COMUNA SAN BERNARDO";"86";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"515";"21905"
"13- REGION METROPOLITANA";"LO PRADO";"1047-16";"PERU COMUNA LO PRADO";"51";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"513";"21820"
"13- REGION METROPOLITANA";"SAN BERNARDO";"3140-6";"OHIGGINS 948 DEPARTAMENTO 302 COMUNA SAN BERNARDO";"85";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"510";"21693"
"13- REGION METROPOLITANA";"SAN BERNARDO";"3140-1";"OHIGGINS 948 DEPARTAMENTO 101 COMUNA SAN BERNARDO";"79";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"474";"20161"
"13- REGION METROPOLITANA";"SAN BERNARDO";"3140-3";"OHIGGINS 948 DEPARTAMENTO 201 COMUNA SAN BERNARDO";"75";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"450";"19141"
"13- REGION METROPOLITANA";"PUDAHUEL";"3829-12";"EL COBRE 8686 DEPARTAMENTO 34 COMUNA PUDAHUEL";"51";"ARRENDAMIENTO";"2-posible";"410";"17439"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"8327-15";"LOS CLAVELES 554 BLOCK 2 DEPARTAMENTO 43 COMUNA SAN ANTONIO";"48";"ARRENDAMIENTO";"2-posible";"386";"16418"
"13- REGION METROPOLITANA";"LA PINTANA";"7486-11";"GABRIELA 1174 DEPARTAMENTO 33 COMUNA LA PINTANA";"55";"ARRENDAMIENTO";"2-posible";"385";"16376"
"05- REGION DE VALPARAÍSO";"VINA DEL MAR";"646-396";"ARLEGUI 160 ESTACIONAMIENTO 33 COMUNA VINA DEL MAR";"15";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"378";"16078"
"05- REGION DE VALPARAÍSO";"VALPARAISO";"6001-23";"WASHINGTON 36 PISO 1 LOTE 7 COMUNA VALPARAISO";"24";"ARRENDAMIENTO";"2-posible";"361";"15355"
"13- REGION METROPOLITANA";"LAS CONDES";"795-124";"CERRO ALTAR 6597 DEPARTAMENTO 412 COMUNA LAS CONDES";"45";"ARRENDAMIENTO";"2-posible";"361";"15355"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-187";"ANIBAL PINTO 450 LOTE 90 COMUNA CONCEPCION";"17";"ARRENDAMIENTO";"2-posible";"313";"13313"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-286";"ANIBAL PINTO 450 LOTE 89 COMUNA CONCEPCION";"16";"ARRENDAMIENTO";"2-posible";"292";"12420"
"13- REGION METROPOLITANA";"LAS CONDES";"905-297";"CERRO LA PARVA 980 LOCAL 2 COMUNA LAS CONDES";"31";"CONCESION GRATUITA A LARGO PLAZO";"2-posible";"248";"10549"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-255";"COLO COLO 451-B LOTE 103 COMUNA CONCEPCION";"12";"CONCESION GRATUITA A CORTO PLAZO";"1-disponible/recuperable";"215";"9145"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-17";"ANIBAL PINTO 450 LOTE 93 COMUNA CONCEPCION";"9";"ARRENDAMIENTO";"2-posible";"171";"7273"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-16";"ANIBAL PINTO 450 LOTE 92 COMUNA CONCEPCION";"9";"ARRENDAMIENTO";"2-posible";"167";"7103"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-23";"ANIBAL PINTO 450 LOTE 101 COMUNA CONCEPCION";"9";"ARRENDAMIENTO";"2-posible";"166";"7061"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-21";"ANIBAL PINTO 450 LOTE 99 COMUNA CONCEPCION";"9";"ARRENDAMIENTO";"2-posible";"161";"6848"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-18";"ANIBAL PINTO 450 LOTE 94 COMUNA CONCEPCION";"9";"ARRENDAMIENTO";"2-posible";"155";"6593"
"05- REGION DE VALPARAÍSO";"SAN ANTONIO";"40-21";"JOSE MANUEL BALMACEDA FERNANDEZ SIN NUMERO LOCAL 6 COMUNA SAN ANTONIO";"18";"ARRENDAMIENTO";"2-posible";"145";"6168"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-22";"ANIBAL PINTO 450 LOTE 100 COMUNA CONCEPCION";"8";"ARRENDAMIENTO";"2-posible";"144";"6125"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-209";"ANIBAL PINTO 450 LOTE 87 COMUNA CONCEPCION";"5";"ARRENDAMIENTO";"2-posible";"97";"4126"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-210";"ANIBAL PINTO 450 LOTE 88 COMUNA CONCEPCION";"5";"ARRENDAMIENTO";"2-posible";"97";"4126"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-20";"ANIBAL PINTO 450 LOTE 97 COMUNA CONCEPCION";"5";"ARRENDAMIENTO";"2-posible";"95";"4041"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-15";"ANIBAL PINTO 450 LOTE 91 COMUNA CONCEPCION";"5";"ARRENDAMIENTO";"2-posible";"86";"3658"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-311";"ANIBAL PINTO 450 LOTE 96 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"78";"3318"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-19";"ANIBAL PINTO 450 LOTE 95 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"78";"3318"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-270";"ANIBAL PINTO 450 LOTE 15 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"75";"3190"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-280";"ANIBAL PINTO 450 LOTE 40 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-229";"ANIBAL PINTO 450 LOTE 48 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-292";"ANIBAL PINTO 450 LOTE 66 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-258";"ANIBAL PINTO 450 LOTE 3 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-269";"ANIBAL PINTO 450 LOTE 14 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-222";"ANIBAL PINTO 450 LOTE 26 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-272";"ANIBAL PINTO 450 LOTE 32 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-289";"ANIBAL PINTO 450 LOTE 63 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-254";"ANIBAL PINTO 450 LOTE 86 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-260";"ANIBAL PINTO 450 LOTE 5 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-240";"ANIBAL PINTO 450 LOTE 59 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
"08- REGION DEL BIOBIO";"CONCEPCION";"177-246";"ANIBAL PINTO 450 LOTE 78 COMUNA CONCEPCION";"4";"ARRENDAMIENTO";"2-posible";"65";"2765"
