id;rol;comuna;destino;ah;valor_m2_clp;rango_sup;avaluo_total_clp;lat;lon
"1138";"177-276";"";"";"";"0";"";"0";"";""
"1139";"177-295";"";"";"";"0";"";"0";"";""
"1140";"177-293";"";"";"";"0";"";"0";"";""
"1141";"177-282";"";"";"";"0";"";"0";"";""
"1142";"177-300";"";"";"";"0";"";"0";"";""
"1143";"177-310";"";"";"";"0";"";"0";"";""
"1144";"177-275";"";"";"";"0";"";"0";"";""
"1145";"177-265";"";"";"";"0";"";"0";"";""
"1146";"177-268";"";"";"";"0";"";"0";"";""
"1147";"177-306";"";"";"";"0";"";"0";"";""
"1148";"177-301";"";"";"";"0";"";"0";"";""
"1149";"177-294";"";"";"";"0";"";"0";"";""
"1150";"177-263";"";"";"";"0";"";"0";"";""
"1151";"177-264";"";"";"";"0";"";"0";"";""
"1152";"177-242";"";"";"";"0";"";"0";"";""
"1153";"177-274";"";"";"";"0";"";"0";"";""
"1154";"177-303";"";"";"";"0";"";"0";"";""
"1155";"177-266";"";"";"";"0";"";"0";"";""
"1156";"177-223";"";"";"";"0";"";"0";"";""
"1157";"177-279";"";"";"";"0";"";"0";"";""
"1158";"177-310";"";"";"";"0";"";"0";"";""
"1159";"177-278";"";"";"";"0";"";"0";"";""
"1160";"177-256";"";"";"";"0";"";"0";"";""
"1161";"177-257";"";"";"";"0";"";"0";"";""
"1162";"177-225";"";"";"";"0";"";"0";"";""
"1163";"177-281";"";"";"";"0";"";"0";"";""
"1164";"177-241";"";"";"";"0";"";"0";"";""
"1165";"177-228";"";"";"";"0";"";"0";"";""
"1166";"177-291";"";"";"";"0";"";"0";"";""
"1167";"177-249";"";"";"";"0";"";"0";"";""
"1168";"177-251";"";"";"";"0";"";"0";"";""
"1169";"177-236";"";"";"";"0";"";"0";"";""
"1170";"177-237";"";"";"";"0";"";"0";"";""
"1171";"177-287";"";"";"";"0";"";"0";"";""
"1172";"177-267";"";"";"";"0";"";"0";"";""
"1173";"177-305";"";"";"";"0";"";"0";"";""
"1174";"177-230";"";"";"";"0";"";"0";"";""
"1175";"177-227";"";"";"";"0";"";"0";"";""
"1176";"177-238";"";"";"";"0";"";"0";"";""
"1177";"177-239";"";"";"";"0";"";"0";"";""
"1178";"177-298";"";"";"";"0";"";"0";"";""
"1179";"177-224";"";"";"";"0";"";"0";"";""
"1180";"177-307";"";"";"";"0";"";"0";"";""
"1181";"177-283";"";"";"";"0";"";"0";"";""
"1182";"177-226";"";"";"";"0";"";"0";"";""
"1183";"177-233";"";"";"";"0";"";"0";"";""
"1184";"177-288";"";"";"";"0";"";"0";"";""
"1185";"177-290";"";"";"";"0";"";"0";"";""
"1186";"177-299";"";"";"";"0";"";"0";"";""
"1187";"177-248";"";"";"";"0";"";"0";"";""
"1188";"177-250";"";"";"";"0";"";"0";"";""
"1189";"3801-16";"";"";"";"0";"";"0";"";""
"1190";"3801-17";"";"";"";"0";"";"0";"";""
"1191";"6069-1";"";"";"";"0";"";"0";"";""
"1192";"25051-4";"";"";"";"0";"";"0";"";""
"1193";"16000-15";"";"";"";"0";"";"0";"";""
"1194";"45000-64";"";"";"";"0";"";"0";"";""
"1195";"20000-49";"";"";"";"0";"";"0";"";""
"1196";"16819-1";"";"";"";"0";"";"0";"";""
"1197";"6736-3";"";"";"";"0";"";"0";"";""
"1198";"25051-1";"";"";"";"0";"";"0";"";""
"1199";"6700-54";"";"";"";"0";"";"0";"";""
"1200";"17015-15";"";"";"";"0";"";"0";"";""
"1201";"5304-1";"";"";"";"0";"";"0";"";""
"1202";"5005-3";"";"";"";"0";"";"0";"";""
"1203";"5306-1";"";"";"";"0";"";"0";"";""
"1204";"8004-38";"";"";"";"0";"";"0";"";""
"1205";"17015-13";"";"";"";"0";"";"0";"";""
"1206";"8004-28";"";"";"";"0";"";"0";"";""
"1207";"5328-5";"";"";"";"0";"";"0";"";""
"1208";"4500-1";"";"";"";"0";"";"0";"";""
"1209";"5311-12";"";"";"";"0";"";"0";"";""
"1210";"5311-6";"";"";"";"0";"";"0";"";""
"1211";"16161-7";"";"";"";"0";"";"0";"";""
"1212";"16171-3";"";"";"";"0";"";"0";"";""
"1213";"25001-40";"";"";"";"0";"";"0";"";""
"1214";"8004-31";"";"";"";"0";"";"0";"";""
"1215";"5329-2";"";"";"";"0";"";"0";"";""
"1216";"5306-3";"";"";"";"0";"";"0";"";""
"1217";"16070-1";"";"";"";"0";"";"0";"";""
"1218";"5305-1";"";"";"";"0";"";"0";"";""
"1219";"20006-2";"";"";"";"0";"";"0";"";""
"1220";"5327-3";"";"";"";"0";"";"0";"";""
"1221";"16171-4";"";"";"";"0";"";"0";"";""
"1222";"16150-11";"";"";"";"0";"";"0";"";""
"1223";"16151-11";"";"";"";"0";"";"0";"";""
"1224";"5325-2";"";"";"";"0";"";"0";"";""
"1225";"25001-37";"";"";"";"0";"";"0";"";""
"1226";"16131-2";"";"";"";"0";"";"0";"";""
"1227";"5327-1";"";"";"";"0";"";"0";"";""
"1228";"16090-4";"";"";"";"0";"";"0";"";""
"1229";"5003-1";"";"";"";"0";"";"0";"";""
"1230";"16070-11";"";"";"";"0";"";"0";"";""
"1231";"5313-16";"";"";"";"0";"";"0";"";""
"1232";"5313-20";"";"";"";"0";"";"0";"";""
"1233";"5313-21";"";"";"";"0";"";"0";"";""
"1234";"5004-5";"";"";"";"0";"";"0";"";""
"1235";"25001-24";"";"";"";"0";"";"0";"";""
"1236";"25000-25";"";"";"";"0";"";"0";"";""
"1237";"16176-1";"";"";"";"0";"";"0";"";""
"1238";"5313-16";"";"";"";"0";"";"0";"";""
"1239";"5313-19";"";"";"";"0";"";"0";"";""
"1240";"5006-10";"";"";"";"0";"";"0";"";""
"1241";"5006-14";"";"";"";"0";"";"0";"";""
"1242";"5006-12";"";"";"";"0";"";"0";"";""
"1243";"16071-5";"";"";"";"0";"";"0";"";""
"1244";"25001-36";"";"";"";"0";"";"0";"";""
"1245";"25001-49";"";"";"";"0";"";"0";"";""
"1246";"5314-9";"";"";"";"0";"";"0";"";""
"1247";"5328-4";"";"";"";"0";"";"0";"";""
"1248";"5331-3";"";"";"";"0";"";"0";"";""
"1249";"5314-1";"";"";"";"0";"";"0";"";""
"1250";"5314-7";"";"";"";"0";"";"0";"";""
"1251";"5314-6";"";"";"";"0";"";"0";"";""
"1252";"5330-2";"";"";"";"0";"";"0";"";""
"1253";"5314-13";"";"";"";"0";"";"0";"";""
"1254";"5331-7";"";"";"";"0";"";"0";"";""
"1255";"5330-1";"";"";"";"0";"";"0";"";""
"1256";"5330-9";"";"";"";"0";"";"0";"";""
"1257";"5314-12";"";"";"";"0";"";"0";"";""
"1258";"5314-8";"";"";"";"0";"";"0";"";""
"1259";"5314-5";"";"";"";"0";"";"0";"";""
"1260";"5302-1";"";"";"";"0";"";"0";"";""
"1261";"5302-2";"";"";"";"0";"";"0";"";""
"1262";"5302-17";"";"";"";"0";"";"0";"";""
"1263";"5302-11";"";"";"";"0";"";"0";"";""
"1264";"5302-19";"";"";"";"0";"";"0";"";""
"1265";"5302-18";"";"";"";"0";"";"0";"";""
"1266";"16176-3";"";"";"";"0";"";"0";"";""
"1267";"5302-12";"";"";"";"0";"";"0";"";""
"1268";"5006-1";"";"";"";"0";"";"0";"";""
"1269";"16070-6";"";"";"";"0";"";"0";"";""
"1270";"6723-3";"";"";"";"0";"";"0";"";""
"1271";"5309-3";"";"";"";"0";"";"0";"";""
"1272";"5333-1";"";"";"";"0";"";"0";"";""
"1273";"5309-9";"";"";"";"0";"";"0";"";""
"1274";"16071-7";"";"";"";"0";"";"0";"";""
"1275";"5311-5";"";"";"";"0";"";"0";"";""
"1276";"5311-3";"";"";"";"0";"";"0";"";""
"1277";"5311-4";"";"";"";"0";"";"0";"";""
"1278";"5311-2";"";"";"";"0";"";"0";"";""
"1279";"5311-1";"";"";"";"0";"";"0";"";""
"1280";"5001-8";"";"";"";"0";"";"0";"";""
"1281";"16095-6";"";"";"";"0";"";"0";"";""
"1282";"5316-1";"";"";"";"0";"";"0";"";""
"1283";"6700-7";"";"";"";"0";"";"0";"";""
"1284";"5317-6";"";"";"";"0";"";"0";"";""
"1285";"16095-9";"";"";"";"0";"";"0";"";""
"1286";"509-37";"";"";"";"0";"";"0";"";""
"1287";"16161-4";"";"";"";"0";"";"0";"";""
"1288";"5301-13";"";"";"";"0";"";"0";"";""
"1289";"5317-3";"";"";"";"0";"";"0";"";""
"1290";"16071-3";"";"";"";"0";"";"0";"";""
"1291";"16071-2";"";"";"";"0";"";"0";"";""
"1292";"16082-11";"";"";"";"0";"";"0";"";""
"1293";"16082-13";"";"";"";"0";"";"0";"";""
"1294";"16092-5";"";"";"";"0";"";"0";"";""
"1295";"6705-3";"";"";"";"0";"";"0";"";""
"1296";"15010-2";"";"";"";"0";"";"0";"";""
"1297";"16092-7";"";"";"";"0";"";"0";"";""
"1298";"16173-5";"";"";"";"0";"";"0";"";""
"1299";"5303-9";"";"";"";"0";"";"0";"";""
"1300";"16142-3";"";"";"";"0";"";"0";"";""
"1301";"5301-7";"";"";"";"0";"";"0";"";""
"1302";"16142-12";"";"";"";"0";"";"0";"";""
"1303";"16095-11";"";"";"";"0";"";"0";"";""
"1304";"16071-9";"";"";"";"0";"";"0";"";""
"1305";"5318-7";"";"";"";"0";"";"0";"";""
"1306";"5301-5";"";"";"";"0";"";"0";"";""
"1307";"5301-15";"";"";"";"0";"";"0";"";""
"1308";"600-5";"";"";"";"0";"";"0";"";""
"1309";"5301-4";"";"";"";"0";"";"0";"";""
"1310";"5318-3";"";"";"";"0";"";"0";"";""
"1311";"20005-2";"";"";"";"0";"";"0";"";""
"1312";"5315-12";"";"";"";"0";"";"0";"";""
"1313";"4102-7";"";"";"";"0";"";"0";"";""
"1314";"5305-8";"";"";"";"0";"";"0";"";""
"1315";"5315-1";"";"";"";"0";"";"0";"";""
"1316";"5315-9";"";"";"";"0";"";"0";"";""
"1317";"5315-7";"";"";"";"0";"";"0";"";""
"1318";"5315-2";"";"";"";"0";"";"0";"";""
"1319";"5315-17";"";"";"";"0";"";"0";"";""
"1320";"5315-18";"";"";"";"0";"";"0";"";""
"1321";"5305-24";"";"";"";"0";"";"0";"";""
"1322";"5301-2";"";"";"";"0";"";"0";"";""
"1323";"740-2";"";"";"";"0";"";"0";"";""
"1324";"5303-3";"";"";"";"0";"";"0";"";""
"1325";"3516-6";"";"";"";"0";"";"0";"";""
"1326";"5640-7";"";"";"";"0";"";"0";"";""
"1327";"606-3";"";"";"";"0";"";"0";"";""
"1329";"3515-139";"";"";"";"0";"";"0";"";""
"1330";"4504-12";"";"";"";"0";"";"0";"";""
"1331";"3515-166";"";"";"";"0";"";"0";"";""
"1332";"6075-4";"";"";"";"0";"";"0";"";""
"1333";"3510-150";"";"";"";"0";"";"0";"";""
"1334";"4306-13";"";"";"";"0";"";"0";"";""
"1335";"601-12";"";"";"";"0";"";"0";"";""
"1336";"325-9";"";"";"";"0";"";"0";"";""
"1337";"3545-387";"";"";"";"0";"";"0";"";""
"1338";"6080-5";"";"";"";"0";"";"0";"";""
"1339";"608-7";"";"";"";"0";"";"0";"";""
"1340";"608-4";"";"";"";"0";"";"0";"";""
"1341";"3545-395";"";"";"";"0";"";"0";"";""
"1342";"3545-392";"";"";"";"0";"";"0";"";""
"1343";"3545-358";"";"";"";"0";"";"0";"";""
"1344";"3545-368";"";"";"";"0";"";"0";"";""
"1345";"601-5";"";"";"";"0";"";"0";"";""
"1346";"3545-363";"";"";"";"0";"";"0";"";""
"1347";"3545-320";"";"";"";"0";"";"0";"";""
"1348";"3545-391";"";"";"";"0";"";"0";"";""
"1349";"3545-362";"";"";"";"0";"";"0";"";""
"1350";"3545-389";"";"";"";"0";"";"0";"";""
"1351";"15013-6";"";"";"";"0";"";"0";"";""
"1352";"507-63";"";"";"";"0";"";"0";"";""
"1353";"603-11";"";"";"";"0";"";"0";"";""
"1354";"15011-8";"";"";"";"0";"";"0";"";""
"1355";"607-7";"";"";"";"0";"";"0";"";""
"1356";"6073-7";"";"";"";"0";"";"0";"";""
"1357";"15008-17";"";"";"";"0";"";"0";"";""
"1358";"6077-2";"";"";"";"0";"";"0";"";""
"1359";"604-5";"";"";"";"0";"";"0";"";""
"1360";"15011-7";"";"";"";"0";"";"0";"";""
"1361";"15011-10";"";"";"";"0";"";"0";"";""
"1362";"4302-6";"";"";"";"0";"";"0";"";""
"1363";"224-4";"";"";"";"0";"";"0";"";""
"1364";"15011-5";"";"";"";"0";"";"0";"";""
"1365";"15011-6";"";"";"";"0";"";"0";"";""
"1366";"15011-12";"";"";"";"0";"";"0";"";""
"1367";"15012-8";"";"";"";"0";"";"0";"";""
"1368";"347-4";"";"";"";"0";"";"0";"";""
"1369";"101-252";"";"";"";"0";"";"0";"";""
"1370";"15012-9";"";"";"";"0";"";"0";"";""
"1371";"15011-3";"";"";"";"0";"";"0";"";""
"1372";"15012-2";"";"";"";"0";"";"0";"";""
"1373";"15008-21";"";"";"";"0";"";"0";"";""
"1374";"15011-2";"";"";"";"0";"";"0";"";""
"1375";"15012-9";"";"";"";"0";"";"0";"";""
"1376";"15011-4";"";"";"";"0";"";"0";"";""
"1377";"15011-13";"";"";"";"0";"";"0";"";""
"1379";"15013-8";"";"";"";"0";"";"0";"";""
"1380";"15001-3";"";"";"";"0";"";"0";"";""
"1381";"4304-4";"";"";"";"0";"";"0";"";""
"1382";"15015-2";"";"";"";"0";"";"0";"";""
"1383";"15008-5";"";"";"";"0";"";"0";"";""
"1384";"15003-4";"";"";"";"0";"";"0";"";""
"1385";"15009-4";"";"";"";"0";"";"0";"";""
"1386";"15013-13";"";"";"";"0";"";"0";"";""
"1387";"4504-5";"";"";"";"0";"";"0";"";""
"1388";"4504-14";"";"";"";"0";"";"0";"";""
"1389";"15013-2";"";"";"";"0";"";"0";"";""
"1390";"15003-3";"";"";"";"0";"";"0";"";""
"1391";"15013-4";"";"";"";"0";"";"0";"";""
"1392";"15006-6";"";"";"";"0";"";"0";"";""
"1393";"15008-1";"";"";"";"0";"";"0";"";""
"1394";"15015-10";"";"";"";"0";"";"0";"";""
"1395";"15016-3";"";"";"";"0";"";"0";"";""
"1396";"15013-12";"";"";"";"0";"";"0";"";""
"1397";"4508-2";"";"";"";"0";"";"0";"";""
"1398";"15008-2";"";"";"";"0";"";"0";"";""
"1399";"15008-3";"";"";"";"0";"";"0";"";""
"1400";"4514-9";"";"";"";"0";"";"0";"";""
"1401";"15008-20";"";"";"";"0";"";"0";"";""
"1402";"4103-18";"";"";"";"0";"";"0";"";""
"1403";"4104-7";"";"";"";"0";"";"0";"";""
"1404";"4103-14";"";"";"";"0";"";"0";"";""
"1405";"15013-10";"";"";"";"0";"";"0";"";""
"1406";"15008-23";"";"";"";"0";"";"0";"";""
"1407";"15003-5";"";"";"";"0";"";"0";"";""
"1408";"15013-5";"";"";"";"0";"";"0";"";""
"1409";"15013-11";"";"";"";"0";"";"0";"";""
"1410";"15005-8";"";"";"";"0";"";"0";"";""
"1411";"15002-2";"";"";"";"0";"";"0";"";""
"1412";"15006-9";"";"";"";"0";"";"0";"";""
"1413";"4504-7";"";"";"";"0";"";"0";"";""
"1414";"101-134";"";"";"";"0";"";"0";"";""
"1415";"6079-8";"";"";"";"0";"";"0";"";""
"1416";"15001-6";"";"";"";"0";"";"0";"";""
"1417";"15007-5";"";"";"";"0";"";"0";"";""
"1418";"6072-4";"";"";"";"0";"";"0";"";""
"1419";"15006-11";"";"";"";"0";"";"0";"";""
"1420";"15005-2";"";"";"";"0";"";"0";"";""
"1421";"4103-17";"";"";"";"0";"";"0";"";""
"1422";"15003-16";"";"";"";"0";"";"0";"";""
"1423";"327-27";"";"";"";"0";"";"0";"";""
"1424";"15013-9";"";"";"";"0";"";"0";"";""
"1425";"15015-9";"";"";"";"0";"";"0";"";""
"1426";"15015-8";"";"";"";"0";"";"0";"";""
"1427";"4508-3";"";"";"";"0";"";"0";"";""
"1428";"15015-7";"";"";"";"0";"";"0";"";""
"1429";"6077-4";"";"";"";"0";"";"0";"";""
"1430";"15013-14";"";"";"";"0";"";"0";"";""
"1431";"101-301";"";"";"";"0";"";"0";"";""
"1432";"3540-171";"";"";"";"0";"";"0";"";""
"1433";"15007-23";"";"";"";"0";"";"0";"";""
"1434";"15007-22";"";"";"";"0";"";"0";"";""
"1435";"101-152";"";"";"";"0";"";"0";"";""
"1436";"6078-2";"";"";"";"0";"";"0";"";""
"1437";"4521-2";"";"";"";"0";"";"0";"";""
"1438";"6500-10";"";"";"";"0";"";"0";"";""
"1439";"4537-4";"";"";"";"0";"";"0";"";""
"1440";"3443-6";"";"";"";"0";"";"0";"";""
"1441";"6079-2";"";"";"";"0";"";"0";"";""
"1442";"6080-8";"";"";"";"0";"";"0";"";""
"1443";"6080-7";"";"";"";"0";"";"0";"";""
"1444";"101-306";"";"";"";"0";"";"0";"";""
"1445";"3517-9";"";"";"";"0";"";"0";"";""
"1446";"6080-1";"";"";"";"0";"";"0";"";""
"1447";"6080-2";"";"";"";"0";"";"0";"";""
"1448";"15007-19";"";"";"";"0";"";"0";"";""
"1449";"101-159";"";"";"";"0";"";"0";"";""
"1450";"6080-5";"";"";"";"0";"";"0";"";""
"1451";"6080-4";"";"";"";"0";"";"0";"";""
"1452";"101-305";"";"";"";"0";"";"0";"";""
"1453";"6080-3";"";"";"";"0";"";"0";"";""
"1454";"101-307";"";"";"";"0";"";"0";"";""
"1455";"6080-6";"";"";"";"0";"";"0";"";""
"1456";"4307-9";"";"";"";"0";"";"0";"";""
"1457";"101-403";"";"";"";"0";"";"0";"";""
"1458";"101-404";"";"";"";"0";"";"0";"";""
"1459";"3451-35";"";"";"";"0";"";"0";"";""
"1460";"101-158";"";"";"";"0";"";"0";"";""
"1461";"3451-34";"";"";"";"0";"";"0";"";""
"1462";"211-2";"";"";"";"0";"";"0";"";""
"1463";"226-1";"";"";"";"0";"";"0";"";""
"1464";"225-11";"";"";"";"0";"";"0";"";""
"1465";"214-11";"";"";"";"0";"";"0";"";""
"1466";"212-12";"";"";"";"0";"";"0";"";""
"1467";"211-4";"";"";"";"0";"";"0";"";""
"1468";"226-10";"";"";"";"0";"";"0";"";""
"1469";"210-25";"";"";"";"0";"";"0";"";""
"1470";"212-3";"";"";"";"0";"";"0";"";""
"1471";"226-11";"";"";"";"0";"";"0";"";""
"1472";"215-10";"";"";"";"0";"";"0";"";""
"1473";"211-6";"";"";"";"0";"";"0";"";""
"1474";"226-12";"";"";"";"0";"";"0";"";""
"1475";"216-12";"";"";"";"0";"";"0";"";""
"1476";"507-24";"";"";"";"0";"";"0";"";""
"1477";"1000-3";"";"";"";"0";"";"0";"";""
"1478";"804-2";"";"";"";"0";"";"0";"";""
"1479";"1000-10";"";"";"";"0";"";"0";"";""
"1480";"1000-17";"";"";"";"0";"";"0";"";""
"1481";"1000-16";"";"";"";"0";"";"0";"";""
"1482";"369-4";"";"";"";"0";"";"0";"";""
"1483";"6322-4";"";"";"";"0";"";"0";"";""
"1484";"6322-5";"";"";"";"0";"";"0";"";""
"1485";"6322-7";"";"";"";"0";"";"0";"";""
"1486";"6322-3";"";"";"";"0";"";"0";"";""
"1487";"307-3";"";"";"";"0";"";"0";"";""
"1488";"70000-29";"";"";"";"0";"";"0";"";""
"1490";"51-1";"";"";"";"0";"";"0";"";""
"1491";"631-4";"";"";"";"0";"";"0";"";""
"1492";"1016-1";"";"";"";"0";"";"0";"";""
"1493";"4055-35";"";"";"";"0";"";"0";"";""
"1494";"3325-3";"";"";"";"0";"";"0";"";""
"1495";"6737-9";"";"";"";"0";"";"0";"";""
"1496";"6800-33";"";"";"";"0";"";"0";"";""
"1497";"18000-7";"";"";"";"0";"";"0";"";""
"1498";"12016-1";"";"";"";"0";"";"0";"";""
"1499";"3487-2";"";"";"";"0";"";"0";"";""
"1500";"16000-20";"";"";"";"0";"";"0";"";""
"1501";"25051-7";"";"";"";"0";"";"0";"";""
"1502";"401-6";"";"";"";"0";"";"0";"";""
"1504";"2779-3";"";"";"";"0";"";"0";"";""
"1505";"6101-28";"";"";"";"0";"";"0";"";""
"1506";"321-292";"";"";"";"0";"";"0";"";""
"1507";"12738-2";"";"";"";"0";"";"0";"";""
"1508";"6052-1";"";"";"";"0";"";"0";"";""
"1509";"590-13";"";"";"";"0";"";"0";"";""
"1510";"1360-27";"";"";"";"0";"";"0";"";""
"1511";"6481-21";"";"";"";"0";"";"0";"";""
"1512";"49-36";"";"";"";"0";"";"0";"";""
"1513";"6300-2";"";"";"";"0";"";"0";"";""
"1514";"1305-195";"";"";"";"0";"";"0";"";""
"1515";"4133-4";"";"";"";"0";"";"0";"";""
"1516";"3704-1";"";"";"";"0";"";"0";"";""
"1517";"2779-1";"";"";"";"0";"";"0";"";""
"1518";"4868-18";"";"";"";"0";"";"0";"";""
"1519";"774-5";"";"";"";"0";"";"0";"";""
"1520";"321-291";"";"";"";"0";"";"0";"";""
"1521";"5012-3";"";"";"";"0";"";"0";"";""
"1522";"544-1";"";"";"";"0";"";"0";"";""
"1523";"528-1";"";"";"";"0";"";"0";"";""
"1524";"56-91";"";"";"";"0";"";"0";"";""
"1525";"2759-1";"";"";"";"0";"";"0";"";""
"1526";"3535-154";"";"";"";"0";"";"0";"";""
"1527";"13-76";"";"";"";"0";"";"0";"";""
"1528";"541-84";"";"";"";"0";"";"0";"";""
"1529";"2886-33";"";"";"";"0";"";"0";"";""
"1530";"594-42";"";"";"";"0";"";"0";"";""
"1531";"1437-5";"";"";"";"0";"";"0";"";""
"1532";"1258-1";"";"";"";"0";"";"0";"";""
"1533";"87-87";"";"";"";"0";"";"0";"";""
"1534";"87-95";"";"";"";"0";"";"0";"";""
"1535";"6124-12";"";"";"";"0";"";"0";"";""
"1536";"176-18";"";"";"";"0";"";"0";"";""
"1537";"594-43";"";"";"";"0";"";"0";"";""
"1538";"87-82";"";"";"";"0";"";"0";"";""
"1539";"87-83";"";"";"";"0";"";"0";"";""
"1540";"1521-308";"";"";"";"0";"";"0";"";""
"1541";"194-10";"";"";"";"0";"";"0";"";""
"1542";"9643-25";"";"";"";"0";"";"0";"";""
"1543";"601-33";"";"";"";"0";"";"0";"";""
"1544";"2442-69";"";"";"";"0";"";"0";"";""
"1545";"1140-6";"";"";"";"0";"";"0";"";""
"1546";"3140-2";"";"";"";"0";"";"0";"";""
"1547";"1047-16";"";"";"";"0";"";"0";"";""
"1548";"3140-1";"";"";"";"0";"";"0";"";""
"1549";"3140-3";"";"";"";"0";"";"0";"";""
"1550";"8327-15";"";"";"";"0";"";"0";"";""
"1551";"6001-23";"";"";"";"0";"";"0";"";""
"1552";"40-21";"";"";"";"0";"";"0";"";""
"1553";"6744-6";"";"";"";"0";"";"0";"";""
"1554";"3801-3";"";"";"";"0";"";"0";"";""
"1555";"3801-2";"";"";"";"0";"";"0";"";""
"1556";"3801-32";"";"";"";"0";"";"0";"";""
"1557";"3801-18";"";"";"";"0";"";"0";"";""
"1558";"3801-19";"";"";"";"0";"";"0";"";""
"1559";"1157-21";"";"";"";"0";"";"0";"";""
"1560";"1303-19";"";"";"";"0";"";"0";"";""
"1561";"1401-34";"";"";"";"0";"";"0";"";""
"1562";"4518-4";"";"";"";"0";"";"0";"";""
"1563";"1000-6";"";"";"";"0";"";"0";"";""
"1564";"1000-18";"";"";"";"0";"";"0";"";""
"1565";"1401-33";"";"";"";"0";"";"0";"";""
"1566";"24-6";"";"";"";"0";"";"0";"";""
"1567";"101-196";"";"";"";"0";"";"0";"";""
"1568";"1303-31";"";"";"";"0";"";"0";"";""
"1569";"1401-32";"";"";"";"0";"";"0";"";""
"1570";"1401-31";"";"";"";"0";"";"0";"";""
"1571";"6800-27";"";"";"";"0";"";"0";"";""
"1572";"6340-3";"";"";"";"0";"";"0";"";""
"1573";"6340-2";"";"";"";"0";"";"0";"";""
"1574";"6301-5";"";"";"";"0";"";"0";"";""
"1575";"3519-1";"";"";"";"0";"";"0";"";""
"1576";"4044-38";"";"";"";"0";"";"0";"";""
"1577";"6746-1";"";"";"";"0";"";"0";"";""
"1578";"25049-1";"";"";"";"0";"";"0";"";""
"1579";"3063-1";"";"";"";"0";"";"0";"";""
"1580";"2440-90";"";"";"";"0";"";"0";"";""
"1581";"366-42";"";"";"";"0";"";"0";"";""
"1582";"2309-1";"";"";"";"0";"";"0";"";""
"1583";"501-13";"";"";"";"0";"";"0";"";""
"1584";"3705-2";"";"";"";"0";"";"0";"";""
"1585";"3063-3";"";"";"";"0";"";"0";"";""
"1586";"3501-10";"";"";"";"0";"";"0";"";""
"1587";"3603-16";"";"";"";"0";"";"0";"";""
"1588";"1134-2";"";"";"";"0";"";"0";"";""
"1589";"1122-11";"";"";"";"0";"";"0";"";""
"1590";"280-3";"";"";"";"0";"";"0";"";""
"1591";"907-11";"";"";"";"0";"";"0";"";""
"1592";"9320-261";"";"";"";"0";"";"0";"";""
"1593";"6200-16";"";"";"";"0";"";"0";"";""
"1594";"1297-1";"";"";"";"0";"";"0";"";""
"1595";"229-8";"";"";"";"0";"";"0";"";""
"1596";"3063-2";"";"";"";"0";"";"0";"";""
"1597";"2019-5";"";"";"";"0";"";"0";"";""
"1598";"7100-3";"";"";"";"0";"";"0";"";""
"1599";"2000-56";"";"";"";"0";"";"0";"";""
"1600";"311-8";"";"";"";"0";"";"0";"";""
"1601";"336-3";"";"";"";"0";"";"0";"";""
"1603";"3720-152";"";"";"";"0";"";"0";"";""
"1604";"8404-51";"";"";"";"0";"";"0";"";""
"1605";"71-1";"";"";"";"0";"";"0";"";""
"1606";"90-29";"";"";"";"0";"";"0";"";""
"1607";"721-15";"";"";"";"0";"";"0";"";""
"1608";"3118-29";"";"";"";"0";"";"0";"";""
"1609";"4324-2";"";"";"";"0";"";"0";"";""
"1610";"74-10";"";"";"";"0";"";"0";"";""
"1611";"3355-89";"";"";"";"0";"";"0";"";""
"1612";"7019-30";"";"";"";"0";"";"0";"";""
