ROL_SII;COMUNA;REG;__CAPA;__SERVICIO;Región;Comuna;Nombre;Instrumento;Administrador;Fecha publicación Diario Oficial;N° documento;Tipo documento;Localidad;Zona;Uso permitido;Uso prohibido;Nombre de zona;Fecha publicación en DO;Número de documento;Tipo de documento;Observación;Capa;Barrio;Nombre zona;Diario Oficial;Código único territorial;Sector;Diario oficial;Código Único Territorial;Documento;Normativa;LOC;ZONA;NOM;UPERM;UPROH;P_DO;N_DOC;T_DO;OBS
"7810-29";"Penalolen";"RM";"PRC_Peñalolén";"PRC_RM_Sur";"Metropolitana";"Peñalolen";"";"";"";"";"";"";"Peñalolen";"R.2";"Vivienda; Equipamiento, con la excepción de los expresamente excluido; Transporte, con la excepción de los indicados en usos excluidos";"Cementerio, planta y botadero basura, base militar, cuartel, cárcel, zoológico, terminal distribución, garag, taller molesto, motel, discoteca; Terminal rodoviario, agropecuario, pesquero, dep. 3 o más buses; Industria inofensiva, molesta,*";"Zona R.2";"27/07/1989";"55";"Decreto";"129 de fecha 30.09.2004/ D.O. 03.11.04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15626-2";"El Bosque";"RM";"PRC_El_Bosque";"PRC_RM_Sur";"Metropolitana";"El Bosque";"";"";"";"";"";"";"El Bosque";"2";"Residencial; equipamiento; actividad peroductiva  como talleres e industria y/o bodega inofensiva .";"Todo uso no mencionado como permitido.";"2 Sector 2 Área Residencial";"18/10/1983";"110";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2530-8";"La Granja";"RM";"PRC_La_Granja";"PRC_RM_Sur";"Metropolitana";"La Granja";"";"";"";"";"";"";"La Granja";"ZH-3";"Residencial, equipamiento comercial local, culto, deporte,  educación, salud, seguridad, servicios, social, oficina y científico; infraestructura sanitaria y energética; actividad productiva inofensiva; espacio público y áreas verdes.";"Equipamiento de esparcimiento, turismo y cementerio; actividad productiva peligrosa, molesta y contaminante; infraestructura de transporte.";"ZH-3 Zona Residencial Densidad Baja";"27/12/2012";"4039";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5118-2";"La Granja";"RM";"PRC_La_Granja";"PRC_RM_Sur";"Metropolitana";"La Granja";"";"";"";"";"";"";"La Granja";"ZAV-2";"Espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"ZAV-2 Zona de Áreas Verdes Comunales";"27/12/2012";"4039";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5249-1";"La Granja";"RM";"PRC_La_Granja";"PRC_RM_Sur";"Metropolitana";"La Granja";"";"";"";"";"";"";"La Granja";"ZAV-2";"Espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"ZAV-2 Zona de Áreas Verdes Comunales";"27/12/2012";"4039";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"710-31";"La Reina";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"La Reina";"Límite urbano de La Reina";"Plan Regulador Comunal de La Reina";"Municipalidad de La Reina";"22/11/2001";"65";"Resolución";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2838-4";"San Joaquin";"RM";"PRC_San_Joaquín";"PRC_RM_Sur";"Metropolitana";"San Joaquín";"";"";"";"";"";"";"San Joaquín";"ZU12";"Residencial: vivienda, hospedaje, hogares de acogida; Equipamiento: científico, comercio, culto y cultura, deporte, educación, esparcimiento, salud, seguridad, servicios, social; Actividades Productivas; industria, talleres, almacenaje y bodegaje calificados como inofensivas; Espacio Público; Área Verde. El detalle de las actividades permitidas se encuentran en la Ordenanza";"Residencial: hospedaje (algunas actividades); Equipamiento: comercio, deporte (algunas actividades), educación (algunas actividades), esparcimiento (algunas actividades), salud (algunas actividades), seguridad (algunas actividades); Actividades Productivas: industrias, talleres, almacenamiento y bodegaje calificados como molestas, contaminantes o insalubres y peligrosas; Infraestructura. El detal*";"Zona Residencial Mixta de Densidad Alta";"06/11/2019";"2838";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3414-19";"Quinta Normal";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Quinta Normal";"Límite urbano de Quinta Normal";"Plan Regulador Comunal de Quinta Normal";"Municipalidad de Quinta Normal";"24/10/2019";"1381";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3049-45";"Independencia";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Independencia";"Límite urbano de Independencia";"Plan Regulador Comunal de Independencia";"Municipalidad de Independencia";"20/03/2014";"179";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1806-1";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2001-1";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"541-34";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Renca";"Límite urbano de Renca";"Plan Reguladro Comunal de Renca";"Municipalidad de Renca";"22/02/2022";"214";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"90-3";"El Bosque";"RM";"PRC_El_Bosque";"PRC_RM_Sur";"Metropolitana";"El Bosque";"";"";"";"";"";"";"El Bosque";"H";"Residencial; equipamiento; actividad peroductiva  como talleres e industria y/o bodega inofensiva .";"Todo uso no mencionado como permitido.";"Zona H";"18/10/1983";"110";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3128-1";"La Cisterna";"RM";"PRC_La_Cisterna";"PRC_RM_Sur";"Metropolitana";"La Cisterna";"";"";"";"";"";"";"La Cisterna";"ZU-5";"Residencial, equipamiento comercial, culto, deporte, educación,  salud, seguridad servicio y social intercomunal; espacio público y áreas verde.";"Equipamiento de esparcimiento, científico y turismo; actividad productiva peligrosa, contaminantes y molesta; infraestructura de transporte, sanitaria y energética.";"ZU-5 Zona Residencial Baja Densidad";"07/08/2004";"2891";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1189-1";"La Florida";"RM";"PRC_La_Florida";"PRC_RM_Sur";"Metropolitana";"La Florida";"";"";"";"";"";"";"La Florida";"U-VEV4";"Residencial; equip. de comercio, culto, deporte, educación, esparcimiento, salud, seguridad, servicios, social, oficina y turismo; act. productiva peligrosa, contaminante y molesta; infr. de transporte; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"U-VEV4 Zona de Vivienda y Equipamiento Vecinal N°4";"17/09/2001";"47";"Resolución";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2975-9";"Recoleta";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Recoleta";"Límite urbano de Recoleta";"Plan Regulador Comunal de Recoleta";"Municipalidad de Recoleta";"08/01/2005";"104";"Resolución";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1869-4";"El Bosque";"RM";"PRC_El_Bosque";"PRC_RM_Sur";"Metropolitana";"El Bosque";"";"";"";"";"";"";"El Bosque";"HC";"Residencial; equipamiento; actividad peroductiva  como talleres e industria y/o bodega inofensiva .";"Todo uso no mencionado como permitido.";"ZONA HC";"18/10/1983";"110";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3046-181";"La Cisterna";"RM";"PRC_La_Cisterna";"PRC_RM_Sur";"Metropolitana";"La Cisterna";"";"";"";"";"";"";"La Cisterna";"ZU-7A";"Residencial, equipamiento comercial, culto, deporte, educación, salud, seguridad, servicio y social comunal; actividad productiva inofensiva; espacio público y áreas verde.";"Equipamiento científico y cementerio; infraestructura de transporte, sanitaria y energética; actividad productiva molesta.";"ZU-7A Zona de Restricción Aérea";"07/08/2004";"2891";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9108-29";"Penalolen";"RM";"PRC_Peñalolén";"PRC_RM_Sur";"Metropolitana";"Peñalolen";"";"";"";"";"";"";"Peñalolen";"S.M.1";"Vivienda; Equipamiento, con la excepción de los expresamente excluido; Transporte, con la excepción de los indicados en usos excluidos";"Cementerio, planta y botadero basura, base militar, cuartel, cárcel, zoológico, terminal de distribución, taller molesto; Terminal rodoviario, agropecuario, pesquero, dep. 3 o más buses; Industria inofensivo, molesta, insalubre";"Zona S.M.1";"27/07/1989";"55";"Decreto";"55 de fecha 28.04.89/ D.O. 27.07.89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2522-89";"La Cisterna";"RM";"PRC_La_Cisterna";"PRC_RM_Sur";"Metropolitana";"La Cisterna";"";"";"";"";"";"";"La Cisterna";"ZU-6";"Residencial; equipamiento comercial, deporte y seguridad comunal, y social; espacio público y áreas verde.";"Equipamiento de culto, educación, esparcimiento, salud, servicios y social; actividad productiva peligrosa y molesta; infraestructura de transporte, sanitaria y energética.";"ZU-6 Zona Industrial Inofensiva";"07/08/2004";"2891";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"478-70";"Recoleta";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Recoleta";"Límite urbano de Recoleta";"Plan Regulador Comunal de Recoleta";"Municipalidad de Recoleta";"08/01/2005";"104";"Resolución";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35-12";"Quilicura";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Quilicura";"Límite urbano de Quilicura";"Plan Regulador Comunal de Quilicura";"Municipalidad de Quilicura";"08/05/1985";"37";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2324-32";"Conchali";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Conchalí";"Límite urbano de Conchalí";"Plan Regulador Comunal de Conchalí";"Municipalidad de Conchalí";"04/05/2013";"292";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"699-288";"La Florida";"RM";"PRC_La_Florida";"PRC_RM_Sur";"Metropolitana";"La Florida";"";"";"";"";"";"";"La Florida";"U-VEV3";"Residencial; equipamiento de comercio, culto, deporte, educación, esparcimiento, salud, seguridad, servicios, social, oficina, turismo; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"U-VEV3 Zona de Vivienda y Equipamiento Vecinal N°3";"17/09/2001";"47";"Resolución";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3356-3";"Independencia";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Recoleta";"Límite urbano de Recoleta";"Plan Regulador Comunal de Recoleta";"Municipalidad de Recoleta";"08/01/2005";"104";"Resolución";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9714-25";"Penalolen";"RM";"PRC_Peñalolén";"PRC_RM_Sur";"Metropolitana";"Peñalolen";"";"";"";"";"";"";"Peñalolen";"R.2";"Vivienda; Equipamiento, con la excepción de los expresamente excluido; Transporte, con la excepción de los indicados en usos excluidos";"Cementerio, planta y botadero basura, base militar, cuartel, cárcel, zoológico, terminal distribución, garag, taller molesto, motel, discoteca; Terminal rodoviario, agropecuario, pesquero, dep. 3 o más buses; Industria inofensiva, molesta,*";"Zona R.2";"27/07/1989";"55";"Decreto";"55 de fecha 28.04.89/ D.O. 27.07.89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1303-49";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Renca";"Límite urbano de Renca";"Plan Reguladro Comunal de Renca";"Municipalidad de Renca";"22/02/2022";"214";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3019-25";"La Florida";"RM";"PRC_La_Florida";"PRC_RM_Sur";"Metropolitana";"La Florida";"";"";"";"";"";"";"La Florida";"U-VEV3";"Residencial; equipamiento de comercio, culto, deporte, educación, esparcimiento, salud, seguridad, servicios, social, oficina, turismo; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"U-VEV3 Zona de Vivienda y Equipamiento Vecinal N°3";"17/09/2001";"47";"Resolución";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"157-9";"Puente Alto";"RM";"PRC_Puente_Alto";"PRC_RM_Sur";"Metropolitana";"Puente Alto";"";"";"";"";"";"";"Puente Alto";"H2";"Residencial; equipamiento de comercio, culto, deporte,  educación, salud, seguridad, servicio, social y oficina; infraestructura de transporte y sanitaria; espacio público y áreas verdes.";"Equipamiento de esparcimiento; actividad productiva; infraestructura energética y de pesca.";"H2 Zona de Residencial y Equipamiento";"25/04/2003";"423";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2301-33";"Puente Alto";"RM";"PRC_Puente_Alto";"PRC_RM_Sur";"Metropolitana";"Puente Alto";"";"";"";"";"";"";"Puente Alto";"H1";"Residencial; equipamiento de comercio, culto, deporte,  educación, salud, seguridad, servicio, social y oficina; infraestructura de transporte y sanitaria; espacio público y áreas verdes.";"Equipamiento de esparcimiento; actividad productiva; infraestructura energética y de pesca.";"H1 Zona de Residencial y Equipamiento";"25/04/2003";"423";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4618-34";"San Joaquin";"RM";"PRC_San_Joaquín";"PRC_RM_Sur";"Metropolitana";"San Joaquín";"";"";"";"";"";"";"San Joaquín";"ZU2a";"Residencial: vivienda, hospedaje, hogares de acogida; Equipamiento: científico, comercio, culto y cultura, deporte, educación, esparcimiento, salud, seguridad, servicios, social; Actividades Productivas; talleres, almacenaje y bodegaje calificados como inofensivos; Espacio Público; Área Verde. El detalle de las actividades permitidas se encuentran en la Ordenanza";"Equipamiento: comercio (algunas actividades), culto y cultura (algunas actividades), deporte (algunas actividades), educación (algunas actividades), esparcimiento (algunas actividades), salud (algunas actividades), seguridad (algunas actividades); Actividades Productivas: industrias, talleres, almacenamiento y bodegaje (molestas, contaminantes o insalubres y peligrosas); Infraestructura. El detal*";"Zona Residencial de Densidad Baja A";"06/11/2019";"2838";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14-27";"La Cisterna";"RM";"PRC_La_Cisterna";"PRC_RM_Sur";"Metropolitana";"La Cisterna";"";"";"";"";"";"";"La Cisterna";"ZU-4";"Residencial, equipamiento comercial, culto, deporte, educación,  salud, seguridad comunal; espacio público y áreas verde.";"Equipamiento de esparcimiento, servicios y científico; actividad productiva peligrosa, molesta e inofensiva; infraestructura de transporte, sanitaria y energética.";"ZU-4 Zona de Renovación Residencial";"07/08/2004";"2891";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3610-17";"La Florida";"RM";"PRC_La_Florida";"PRC_RM_Sur";"Metropolitana";"La Florida";"";"";"";"";"";"";"La Florida";"U-VEV3";"Residencial; equipamiento de comercio, culto, deporte, educación, esparcimiento, salud, seguridad, servicios, social, oficina, turismo; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"U-VEV3 Zona de Vivienda y Equipamiento Vecinal N°3";"17/09/2001";"47";"Resolución";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3263-1";"Recoleta";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Recoleta";"Límite urbano de Recoleta";"Plan Regulador Comunal de Recoleta";"Municipalidad de Recoleta";"08/01/2005";"104";"Resolución";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"904-19";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Quinta Normal";"Límite urbano de Quinta Normal";"Plan Regulador Comunal de Quinta Normal";"Municipalidad de Quinta Normal";"24/10/2019";"1381";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3514-46";"Quinta Normal";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Quinta Normal";"Límite urbano de Quinta Normal";"Plan Regulador Comunal de Quinta Normal";"Municipalidad de Quinta Normal";"24/10/2019";"1381";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5194-2";"Estacion Central";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Estación Central";"Límite urbano de Estación Central";"Plan Regulador Comunal de Estación Central";"Municipalidad de Estación Central";"29/09/1993";"301";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4082-2";"Recoleta";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Recoleta";"Límite urbano de Recoleta";"Plan Regulador Comunal de Recoleta";"Municipalidad de Recoleta";"08/01/2005";"104";"Resolución";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1117-15";"Colina";"RM";"PRMS_Rural";"PRMS";"Metropolitana";"Colina";"";"";"";"";"";"";"-";"";"Instalación de agroindustrias que procesen productos frescos.";"Todo uso no mencionado como permitido.";"";"";"";"";"";"Plan Regulador Metropolitano de Santiago Rural";"";"Áreas de Interés Agropecuario Exclusivo";"";"13301";"";"";"";"";"Titulo 8: Área restringida o excluida al desarrollo urbano; Capitulo 8.3. Áreas de valor natural y/o de interés silvoagropecuario; Art. 8.3.2. Áreas de Interés Silvoagropecuario; Art. 8.3.2.1. De Interés Agropecuario Exclusivo";"";"";"";"";"";"";"";"";""
"5510-439";"San Bernardo";"RM";"PRC_San_Bernardo";"PRC_RM_Sur";"Metropolitana";"San Bernardo";"";"";"";"";"";"";"San Bernardo";"ZE2";"Equipamiento de esparcimiento; espacio público y áreas verdes.";"Todo uso no mencionado como permitido";"ZE2 Zona de Equipamiento Metropolitano";"13/06/2006";"3855";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2434-36";"Conchali";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Conchalí";"Límite urbano de Conchalí";"Plan Regulador Comunal de Conchalí";"Municipalidad de Conchalí";"04/05/2013";"292";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216-3";"Cerrillos";"RM";"PRC_Cerrillos";"PRC_RM_Sur";"Metropolitana";"Cerrillos";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Cerrillos";"ZRM";"Zona residencial mixta";"Vivienda, equipamiento, educación y religioso. Comercio, bomberos, carabineros. Usos sociales, talleres, bodegas inofensivas.";"En calles menores a 15 mts supermercados, bodegas, carabineros";"19/11/2019";"202";"Enmienda";"La comuna se rige por 3 instrumentos de planificación. PRC Maipú 1965, PRC Santiago 1990 y PRMS 1994. Para ver el detalle revisar ordenanzas locales"
"984-27";"Puente Alto";"RM";"PRC_Puente_Alto";"PRC_RM_Sur";"Metropolitana";"Puente Alto";"";"";"";"";"";"";"Puente Alto";"H6";"Residencial; equipamiento de comercio, culto, deporte,  educación, salud, seguridad, servicio, social y oficina; infraestructura de transporte y sanitaria; espacio público y áreas verdes.";"Actividad productiva; infraestructura energética y de pesca.";"H6 Zona Residencial , Actividades Industriales Inofensivas y Equipamiento";"25/04/2003";"423";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"435-39";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Renca";"Límite urbano de Renca";"Plan Reguladro Comunal de Renca";"Municipalidad de Renca";"22/02/2022";"214";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5011-1";"San Joaquin";"RM";"PRC_San_Joaquín";"PRC_RM_Sur";"Metropolitana";"San Joaquín";"";"";"";"";"";"";"San Joaquín";"ZU2a";"Residencial: vivienda, hospedaje, hogares de acogida; Equipamiento: científico, comercio, culto y cultura, deporte, educación, esparcimiento, salud, seguridad, servicios, social; Actividades Productivas; talleres, almacenaje y bodegaje calificados como inofensivos; Espacio Público; Área Verde. El detalle de las actividades permitidas se encuentran en la Ordenanza";"Equipamiento: comercio (algunas actividades), culto y cultura (algunas actividades), deporte (algunas actividades), educación (algunas actividades), esparcimiento (algunas actividades), salud (algunas actividades), seguridad (algunas actividades); Actividades Productivas: industrias, talleres, almacenamiento y bodegaje (molestas, contaminantes o insalubres y peligrosas); Infraestructura. El detal*";"Zona Residencial de Densidad Baja A";"06/11/2019";"2838";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5723-1";"El Bosque";"RM";"PRC_El_Bosque";"PRC_RM_Sur";"Metropolitana";"El Bosque";"";"";"";"";"";"";"El Bosque";"H";"Residencial; equipamiento; actividad peroductiva  como talleres e industria y/o bodega inofensiva .";"Todo uso no mencionado como permitido.";"Zona H";"18/10/1983";"110";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"163-31";"Cerrillos";"RM";"PRC_Cerrillos";"PRC_RM_Sur";"Metropolitana";"Cerrillos";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Cerrillos";"ZRM";"Zona residencial mixta";"Vivienda, equipamiento, educación y religioso. Comercio, bomberos, carabineros. Usos sociales, talleres, bodegas inofensivas.";"En calles menores a 15 mts supermercados, bodegas, carabineros";"19/11/2019";"202";"Enmienda";"La comuna se rige por 3 instrumentos de planificación. PRC Maipú 1965, PRC Santiago 1990 y PRMS 1994. Para ver el detalle revisar ordenanzas locales"
"54-14";"Maipu";"RM";"PRC_Maipú";"PRC_RM_Sur";"Metropolitana";"Maipú";"";"";"";"";"";"";"Maipú";"ZC-3";"Residencial; equipamiento de comercio, culto, deporte,  educación, esparcimiento, salud, seguridad, servicio, social, oficina, turismo y científico; infraestructura d etransporte; espacio público y áreas verdes.";"Actividad productiva; infraestructura sanitaria y energética.";"ZC-3 Zona de Mixta Comercio y Servicio";"13/11/2004";"6383";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1338-4";"La Florida";"RM";"PRC_La_Florida";"PRC_RM_Sur";"Metropolitana";"La Florida";"";"";"";"";"";"";"La Florida";"Z-AA2";"Todos los usos no señalados como prohibidos en el artículo 41, numeral 9, letra B).";"Todos los usos señalados como prohibidos en el artículo 41, numeral 9, letra B), específicamente terminales de transporte terrestre, locales de compra-venta y exhibición de automóviles, camiones y similares que se desar*";"Z-AA2 Zona de Transición A Edificación Aislada Alta";"17/09/2001";"47";"Resolución";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"661-21";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Renca";"Límite urbano de Renca";"Plan Reguladro Comunal de Renca";"Municipalidad de Renca";"22/02/2022";"214";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2596-58";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3335-15";"Lo Prado";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Lo Prado";"Límite urbano de Lo Prado";"Plan Regulador Comunal de Lo Prado";"Municipalidad de Lo Prado";"31/12/2009";"2550";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"698-94";"Colina";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Colina";"Límite urbano de Colina";"Plan Regulador Comunal de Colina";"Municipalidad de Colina";"26/03/2010";"629";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1396-1";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Renca";"Límite urbano de Renca";"Plan Reguladro Comunal de Renca";"Municipalidad de Renca";"22/02/2022";"214";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"607-68";"Pudahuel";"RM";"PRC_Maipú";"PRC_RM_Sur";"Metropolitana";"Maipú";"";"";"";"";"";"";"Maipú";"ZE-8";"Equipamiento de comercio y esparcimiento local; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"ZE-8 Zona de Áreas Verdes Comunales y Vecinales";"13/11/2004";"6383";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"383-2";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"516-1";"San Bernardo";"RM";"PRC_San_Bernardo";"PRC_RM_Sur";"Metropolitana";"San Bernardo";"";"";"";"";"";"";"San Bernardo";"ZU2";"Residencial; equipamiento de comercio, culto, deporte,  educación, esparcimiento, salud, seguridad, servicio y social; actividad productiva inofensiva; infraestructura de transporte; espacio público y áreas verdes.";"Todo uso no mencionado como permitido.";"ZU2 Zona de Periferia Centro";"13/06/2006";"3855";"Decreto";"Null";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"116-21";"Renca";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Renca";"Límite urbano de Renca";"Plan Reguladro Comunal de Renca";"Municipalidad de Renca";"22/02/2022";"214";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"212-3";"Pudahuel";"RM";"Limite_urbano";"PRC_RM_Sur";"Metropolitana";"Pudahuel";"Limite urbano de Pudahuel";"Plan regulador comunal de Pudahuel";"Municipalidad de Pudahuel";"05/02/2021";"205";"Decreto";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
